HCPCS Code,Modifier,Short Description,Mac Locality,Non-Facility Price,Facility Price,Non-Facility Limiting Charge,Facility Limiting Charge,GPCI Work,GPCI PE,GPCI MP,Proc Stat,Work RVU,NA Flag for Trans Non-FAC PE RVU,Transitioned Non-FAC PE RVU,NA Flag for Fully IMP Non-FAC PE RVU,Fully Implemented Non-FAC PE RVU,NA Flag for Trans facility PE RVU,Transitioned Facility PE RVU,NA Flag for Fully IMP FAC PE RVU,Fully Implemented Facility PE RVU,MP RVU,Transitioned Non-FAC Total,Transitioned Facility Total,Fully Implemented Non-Fac Total,Fully Implemented Facility Total,PCTC,Global,Pre Op,Intra Op,Post Op,Mult Surg,Bilt Surg,Asst Surg,Co Surg,Team Surg,Phys Supv,Endobase,Conv Fact,Not Used for Medicare,Diag Imaging Family Ind,Opps Non-Facility Payment Amount,Opps Facility Payment Amount,Non-Fac PE Used For Opps PMT AMT,Facility PE Used For Opps PMT AMT,Malpractice Used For Opps PMT AMT
31231,  ,Nasal endoscopy dx,1230201,197.85,67.25,216.15,73.47,1.02,1.078,1.309,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1220201,214.76,70.34,234.62,76.85,1.057,1.192,1.168,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1210201,183.26,63.08,200.21,68.91,1.009,0.992,0.949,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1150200,172.01,59.82,187.92,65.35,1.0,0.926,0.665,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1140216,166.35,61.91,181.73,67.64,1.0,0.862,1.333,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1130200,180.85,61.63,197.58,67.33,1.002,0.984,0.755,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1120201,170.94,60.33,186.75,65.91,1.0,0.913,0.817,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1031235,167.08,58.53,182.53,63.94,1.0,0.896,0.544,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1021299,168.26,61.28,183.83,66.95,1.0,0.883,1.125,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1021201,184.59,63.8,201.67,69.7,1.0,0.997,1.128,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,1011200,163.38,58.1,178.49,63.47,1.0,0.869,0.575,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,920250,185.26,63.26,202.39,69.11,1.0,1.007,0.982,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,920220,185.26,63.26,202.39,69.11,1.0,1.007,0.982,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,910299,178.21,64.33,194.7,70.28,1.0,0.94,1.467,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,910204,196.07,71.65,214.21,78.27,1.0,1.027,2.5,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,910203,188.1,67.19,205.5,73.4,1.0,0.998,1.77,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,820299,172.52,62.15,188.48,67.9,1.0,0.911,1.173,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,820201,186.22,66.76,203.44,72.93,1.003,0.986,1.718,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,810200,170.49,58.79,186.26,64.22,1.0,0.922,0.485,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,730200,161.96,58.73,176.94,64.17,1.0,0.852,0.768,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,720299,167.23,60.49,182.7,66.09,1.0,0.881,0.982,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,720201,175.87,62.59,192.13,68.38,1.0,0.935,1.156,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,710213,161.79,57.6,176.76,62.93,1.0,0.86,0.518,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,630200,174.69,58.75,190.85,64.18,1.0,0.957,0.331,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,620200,184.26,60.08,201.3,65.63,1.0,1.025,0.3,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,610299,173.75,63.26,189.83,69.11,1.0,0.912,1.381,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,610216,193.23,69.29,211.1,75.7,1.007,1.023,2.018,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,610215,194.38,67.41,212.36,73.65,1.007,1.048,1.556,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,610212,176.72,65.5,193.07,71.56,1.0,0.918,1.784,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,540200,168.83,57.73,184.44,63.07,1.0,0.917,0.304,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,530299,164.04,59.97,179.21,65.51,1.0,0.859,0.974,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,530202,176.87,62.01,193.23,67.75,1.0,0.948,0.992,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,530201,177.45,62.11,193.86,67.86,1.0,0.952,0.994,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,520200,168.49,58.72,184.07,64.16,1.0,0.906,0.54,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,510200,169.06,58.44,184.69,63.85,1.0,0.913,0.457,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,441299,176.13,61.64,192.43,67.35,1.0,0.945,0.934,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,441231,190.48,63.75,208.1,69.65,1.0,1.046,0.914,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,441228,183.95,63.04,200.96,68.87,1.011,0.998,0.902,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,441220,170.19,60.79,185.94,66.41,1.0,0.903,0.947,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,441218,187.43,65.91,204.76,72.01,1.014,1.003,1.409,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,441215,184.09,62.94,201.12,68.76,1.014,1.0,0.855,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,441211,185.1,63.1,202.23,68.94,1.011,1.007,0.877,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,441209,184.64,62.76,201.72,68.56,1.014,1.006,0.795,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,431200,167.77,59.83,183.29,65.36,1.0,0.891,0.813,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,421205,172.09,62.08,188.0,67.82,1.0,0.908,1.172,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,411201,191.32,63.74,209.01,69.64,1.008,1.053,0.827,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,360221,182.98,61.83,199.91,67.55,1.0,1.0,0.739,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,350209,174.4,61.36,190.53,67.04,1.0,0.933,0.93,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,340202,181.11,59.96,197.86,65.5,1.0,1.0,0.382,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,330201,181.82,60.67,198.64,66.28,1.0,1.0,0.517,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,320201,184.23,63.08,201.28,68.92,1.0,1.0,0.978,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,310200,180.01,61.88,196.66,67.61,1.0,0.975,0.854,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,240299,189.29,63.29,206.8,69.15,1.007,1.04,0.803,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,240202,216.61,68.8,236.65,75.17,1.043,1.22,0.853,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,230299,180.48,61.02,197.17,66.66,1.0,0.986,0.643,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,230201,197.92,64.29,216.23,70.24,1.013,1.103,0.688,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,220200,168.36,58.35,183.93,63.75,1.0,0.908,0.461,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,210201,211.81,80.85,231.4,88.32,1.5,1.081,0.592,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,131200,183.53,62.38,200.51,68.15,1.0,1.0,0.844,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,121201,203.37,64.17,222.18,70.1,1.0,1.149,0.561,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,118274,207.88,65.52,227.11,71.58,1.022,1.175,0.56,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,118273,201.44,64.29,220.07,70.24,1.014,1.132,0.56,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,118272,210.45,66.15,229.91,72.27,1.028,1.191,0.572,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,118271,195.91,63.49,214.03,69.36,1.014,1.093,0.57,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,118218,212.0,67.34,231.61,73.57,1.042,1.194,0.69,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,118217,209.64,66.32,229.04,72.45,1.026,1.183,0.651,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,111275,195.86,63.44,213.97,69.3,1.014,1.093,0.56,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,111270,195.86,63.44,213.97,69.3,1.014,1.093,0.56,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,111269,195.86,63.44,213.97,69.3,1.014,1.093,0.56,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,111268,195.86,63.44,213.97,69.3,1.014,1.093,0.56,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,111267,216.21,66.95,236.21,73.15,1.027,1.232,0.56,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
31231,  ,Nasal endoscopy dx,111266,212.56,66.09,232.23,72.2,1.017,1.209,0.56,A,1.1,,4.37,,4.37,,0.67,,0.67,0.16,5.63,1.93,5.63,1.93,0,0,0.0,0.0,0.0,2,2,1,0,0,9,,32.7442,,99,,,0,0,0
