,TOTAL,,953,"$340,379.39 ","$269,255.47 "
31612,80'S,,1,$7.02 ,$5.62 
,OTHER,,244,"$10,719.72 ","$8,529.09 "
,TOTAL,,245,"$10,726.74 ","$8,534.71 "
31613,OTHER,,"1,170","$445,745.30 ","$353,314.00 "
,TOTAL,,"1,170","$445,745.30 ","$353,314.00 "
31614,SG,,2,"$1,568.57 ","$1,254.86 "
,80'S,,1,$120.90 ,$96.72 
,OTHER,,377,"$226,452.92 ","$180,139.92 "
,TOTAL,,380,"$228,142.39 ","$181,491.50 "
31615,SG,,6,"$1,927.88 ","$1,542.31 "
,OTHER,,"10,990","$1,482,867.84 ","$1,157,080.55 "
,TOTAL,,"10,996","$1,484,795.72 ","$1,158,622.86 "
31620,SG,,1,$238.17 ,$190.54 
,OTHER,,"5,318","$365,378.67 ","$290,738.50 "
,TOTAL,,"5,319","$365,616.84 ","$290,929.04 "
31622,SG,,280,"$81,939.73 ","$64,783.53 "
,80'S,,1,$11.58 ,$9.26 
,OTHER,,"91,302","$11,384,448.41 ","$9,018,057.21 "
,TOTAL,,"91,583","$11,466,399.72 ","$9,082,850.00 "
31623,SG,,167,"$52,545.13 ","$41,521.60 "
,OTHER,,"36,265","$2,254,670.48 ","$1,784,803.22 "
,TOTAL,,"36,432","$2,307,215.61 ","$1,826,324.82 "
31624,SG,,293,"$84,208.59 ","$66,991.83 "
,OTHER,,"82,217","$7,432,721.89 ","$5,890,229.20 "
,TOTAL,,"82,510","$7,516,930.48 ","$5,957,221.03 "
31625,SG,,120,"$44,725.28 ","$35,354.02 "
,80'S,,1,$28.56 ,$22.85 
,OTHER,,"32,299","$4,774,421.51 ","$3,781,480.20 "
,TOTAL,,"32,420","$4,819,175.35 ","$3,816,857.07 "
31628,SG,,244,"$93,711.63 ","$70,777.94 "
,OTHER,,"42,597","$7,193,053.77 ","$5,684,297.74 "
,TOTAL,,"42,841","$7,286,765.40 ","$5,755,075.68 "
31629,SG,,49,"$19,664.43 ","$14,953.45 "
,OTHER,,"15,685","$3,126,805.88 ","$2,474,272.27 "
,TOTAL,,"15,734","$3,146,470.31 ","$2,489,225.72 "
31630,SG,,2,"$1,197.48 ",$957.98 
,OTHER,,"1,486","$226,163.81 ","$178,336.37 "
,TOTAL,,"1,488","$227,361.29 ","$179,294.35 "
31631,OTHER,,789,"$153,056.21 ","$120,509.66 "
,TOTAL,,789,"$153,056.21 ","$120,509.66 "
31632,SG,,5,"$1,198.40 ",$958.73 
,OTHER,,"3,374","$176,095.05 ","$139,561.21 "
,TOTAL,,"3,379","$177,293.45 ","$140,519.94 "
31633,SG,,5,$984.23 ,$787.40 
,OTHER,,"2,574","$165,014.73 ","$131,413.38 "
,TOTAL,,"2,579","$165,998.96 ","$132,200.78 "
31635,OTHER,,"2,002","$334,942.59 ","$265,500.92 "
,TOTAL,,"2,002","$334,942.59 ","$265,500.92 "
31636,OTHER,,615,"$102,422.86 ","$81,242.24 "
,TOTAL,,615,"$102,422.86 ","$81,242.24 "
31637,OTHER,,82,"$6,373.05 ","$5,098.38 "
,TOTAL,,82,"$6,373.05 ","$5,098.38 "
31638,OTHER,,257,"$54,066.59 ","$42,822.12 "
,TOTAL,,257,"$54,066.59 ","$42,822.12 "
31640,SG,,4,"$1,889.40 ","$1,511.52 "
,OTHER,,616,"$148,797.69 ","$117,817.66 "
,TOTAL,,620,"$150,687.09 ","$119,329.18 "
31641,SG,,1,$559.97 ,$447.98 
,OTHER,,"3,021","$713,911.03 ","$563,812.94 "
,TOTAL,,"3,022","$714,471.00 ","$564,260.92 "
31643,SG,,2,$921.10 ,$736.88 
,OTHER,,"1,015","$159,680.05 ","$125,386.97 "
,TOTAL,,"1,017","$160,601.15 ","$126,123.85 "
31645,SG,,5,"$1,004.21 ",$803.36 
,OTHER,,"29,817","$4,162,938.98 ","$3,313,874.04 "
,TOTAL,,"29,822","$4,163,943.19 ","$3,314,677.40 "
31646,OTHER,,"4,697","$563,889.88 ","$446,456.47 "
,TOTAL,,"4,697","$563,889.88 ","$446,456.47 "
31656,OTHER,,45,"$3,149.39 ","$2,519.53 "
,TOTAL,,45,"$3,149.39 ","$2,519.53 "
3170F,OTHER,,24,$0.24 ,$0.21 
,TOTAL,,24,$0.24 ,$0.21 
31715,OTHER,,12,$350.36 ,$280.28 
,TOTAL,,12,$350.36 ,$280.28 
31717,OTHER,,54,"$4,477.43 ","$3,535.81 "
,TOTAL,,54,"$4,477.43 ","$3,535.81 "
31720,OTHER,,305,"$15,455.01 ","$12,324.26 "
,TOTAL,,305,"$15,455.01 ","$12,324.26 "
31725,OTHER,,367,"$30,548.73 ","$24,304.28 "
,TOTAL,,367,"$30,548.73 ","$24,304.28 "
31730,OTHER,,617,"$95,906.69 ","$75,630.41 "
,TOTAL,,617,"$95,906.69 ","$75,630.41 "
31750,80'S,,25,"$4,779.61 ","$3,823.69 "
,OTHER,,202,"$211,518.22 ","$167,558.65 "
,TOTAL,,227,"$216,297.83 ","$171,382.34 "
31755,SG,,1,$717.01 ,$573.61 
,OTHER,,38,"$50,729.62 ","$40,572.47 "
,TOTAL,,39,"$51,446.63 ","$41,146.08 "
31760,OTHER,,18,"$16,134.40 ","$12,907.53 "
,TOTAL,,18,"$16,134.40 ","$12,907.53 "
31766,80'S,,1,$247.46 ,$197.97 
,OTHER,,5,"$6,953.17 ","$5,562.54 "
,TOTAL,,6,"$7,200.63 ","$5,760.51 "
31770,80'S,,3,$309.99 ,$247.99 
,OTHER,,24,"$17,949.61 ","$14,359.67 "
,TOTAL,,27,"$18,259.60 ","$14,607.66 "
31775,OTHER,,4,"$5,074.20 ","$4,059.36 "
,TOTAL,,4,"$5,074.20 ","$4,059.36 "
31780,80'S,,7,"$1,229.28 ",$983.42 
,OTHER,,113,"$109,372.62 ","$83,914.87 "
,TOTAL,,120,"$110,601.90 ","$84,898.29 "
31781,80'S,,3,$659.05 ,$419.23 
,OTHER,,19,"$22,330.20 ","$17,864.14 "
,TOTAL,,22,"$22,989.25 ","$18,283.37 "
31785,80'S,,8,$878.05 ,$702.43 
,OTHER,,123,"$91,897.46 ","$72,819.92 "
,TOTAL,,131,"$92,775.51 ","$73,522.35 "
31786,OTHER,,13,"$18,116.75 ","$14,493.41 "
,TOTAL,,13,"$18,116.75 ","$14,493.41 "
31800,80'S,,1,$63.48 ,$50.78 
,OTHER,,66,"$37,017.88 ","$29,598.14 "
,TOTAL,,67,"$37,081.36 ","$29,648.92 "
31805,80'S,,3,$184.35 ,$147.48 
,OTHER,,21,"$9,193.13 ","$7,354.51 "
,TOTAL,,24,"$9,377.48 ","$7,501.99 "
31820,SG,,4,"$1,563.38 ","$1,250.72 "
,OTHER,,289,"$84,750.90 ","$66,227.60 "
,TOTAL,,293,"$86,314.28 ","$67,478.32 "
31825,SG,,1,$634.25 ,$507.40 
,80'S,,1,$33.63 ,$26.90 
,OTHER,,261,"$110,880.71 ","$88,241.01 "
,TOTAL,,263,"$111,548.59 ","$88,775.31 "
31830,OTHER,,148,"$41,107.38 ","$32,355.50 "
,TOTAL,,148,"$41,107.38 ","$32,355.50 "
31899,80'S,,1,$124.46 ,$99.57 
,OTHER,,590,"$83,967.02 ","$66,421.25 "
,TOTAL,,591,"$84,091.48 ","$66,520.82 "
32035,80'S,,21,"$1,596.76 ","$1,277.40 "
,OTHER,,233,"$124,702.31 ","$99,230.13 "
,TOTAL,,254,"$126,299.07 ","$100,507.53 "
32036,80'S,,27,"$2,582.38 ","$2,065.91 "
,OTHER,,290,"$165,702.61 ","$131,630.92 "
,TOTAL,,317,"$168,284.99 ","$133,696.83 "
32095,80'S,,183,"$13,314.13 ","$10,620.93 "
,OTHER,,"1,996","$847,427.30 ","$674,142.15 "
,TOTAL,,"2,179","$860,741.43 ","$684,763.08 "
32100,80'S,,296,"$38,396.04 ","$30,665.44 "
,OTHER,,"2,413","$1,723,760.63 ","$1,370,044.29 "
,TOTAL,,"2,709","$1,762,156.67 ","$1,400,709.73 "
32110,80'S,,75,"$13,360.24 ","$10,688.21 "
,OTHER,,542,"$579,220.30 ","$457,546.91 "
,TOTAL,,617,"$592,580.54 ","$468,235.12 "
32120,80'S,,70,"$7,458.41 ","$5,941.59 "
,OTHER,,886,"$482,907.37 ","$384,554.12 "
,TOTAL,,956,"$490,365.78 ","$390,495.71 "
32124,80'S,,409,"$33,614.10 ","$26,872.96 "
,OTHER,,"1,695","$820,049.52 ","$653,654.24 "
,TOTAL,,"2,104","$853,663.62 ","$680,527.20 "
32140,80'S,,19,"$2,554.13 ","$2,043.31 "
,OTHER,,105,"$66,057.55 ","$52,805.95 "
,TOTAL,,124,"$68,611.68 ","$54,849.26 "
32141,80'S,,64,"$10,309.89 ","$8,139.92 "
,OTHER,,572,"$508,394.52 ","$402,533.32 "
,TOTAL,,636,"$518,704.41 ","$410,673.24 "
32150,80'S,,40,"$5,253.99 ","$4,203.16 "
,OTHER,,263,"$181,897.73 ","$144,763.10 "
,TOTAL,,303,"$187,151.72 ","$148,966.26 "
32151,80'S,,5,$446.55 ,$357.24 
,OTHER,,38,"$22,955.96 ","$18,364.74 "
,TOTAL,,43,"$23,402.51 ","$18,721.98 "
32160,80'S,,47,"$3,457.42 ","$2,765.93 "
,OTHER,,494,"$198,964.21 ","$157,400.41 "
,TOTAL,,541,"$202,421.63 ","$160,166.34 "
32200,80'S,,14,"$1,529.31 ","$1,223.45 "
,OTHER,,112,"$77,311.56 ","$61,347.30 "
,TOTAL,,126,"$78,840.87 ","$62,570.75 "
32201,OTHER,,445,"$89,830.89 ","$71,611.40 "
,TOTAL,,445,"$89,830.89 ","$71,611.40 "
32215,80'S,,25,"$1,628.62 ","$1,302.89 "
,OTHER,,257,"$123,660.85 ","$98,928.65 "
,TOTAL,,282,"$125,289.47 ","$100,231.54 "
32220,80'S,,398,"$90,887.39 ","$72,370.92 "
,OTHER,,"3,845","$4,618,159.61 ","$3,676,443.79 "
,TOTAL,,"4,243","$4,709,047.00 ","$3,748,814.71 "
32225,80'S,,103,"$12,314.85 ","$9,851.90 "
,OTHER,,"1,065","$700,553.38 ","$558,068.66 "
,TOTAL,,"1,168","$712,868.23 ","$567,920.56 "
32310,80'S,,59,"$5,124.03 ","$4,099.20 "
,OTHER,,355,"$171,503.11 ","$137,102.12 "
,TOTAL,,414,"$176,627.14 ","$141,201.32 "
32320,80'S,,162,"$36,797.83 ","$29,118.01 "
,OTHER,,"1,171","$1,475,178.98 ","$1,175,092.97 "
,TOTAL,,"1,333","$1,511,976.81 ","$1,204,210.98 "
32400,80'S,,1,$7.40 ,$5.92 
,OTHER,,"1,545","$124,921.59 ","$99,174.27 "
,TOTAL,,"1,546","$124,928.99 ","$99,180.19 "
32402,80'S,,38,"$1,920.32 ","$1,536.25 "
,OTHER,,361,"$104,628.58 ","$83,551.20 "
,TOTAL,,399,"$106,548.90 ","$85,087.45 "
32405,OTHER,,"58,135","$5,351,453.24 ","$4,227,590.79 "
,TOTAL,,"58,135","$5,351,453.24 ","$4,227,590.79 "
32420,OTHER,,577,"$55,644.39 ","$44,435.32 "
,TOTAL,,577,"$55,644.39 ","$44,435.32 "
32421,SG,,28,"$5,549.69 ","$4,439.78 "
,OTHER,,"118,466","$8,913,764.85 ","$7,075,457.76 "
,TOTAL,,"118,494","$8,919,314.54 ","$7,079,897.54 "
32422,SG,,1,$204.98 ,$163.98 
,OTHER,,"100,036","$11,731,755.25 ","$9,324,395.52 "
,TOTAL,,"100,037","$11,731,960.23 ","$9,324,559.50 "
32440,80'S,,196,"$45,769.94 ","$36,246.02 "
,OTHER,,987,"$1,224,118.38 ","$973,006.44 "
,TOTAL,,"1,183","$1,269,888.32 ","$1,009,252.46 "
32442,80'S,,3,"$1,440.23 ","$1,152.19 "
,OTHER,,38,"$60,760.81 ","$47,440.10 "
,TOTAL,,41,"$62,201.04 ","$48,592.29 "
32445,80'S,,13,"$6,027.29 ","$4,501.48 "
,OTHER,,80,"$227,304.34 ","$181,679.67 "
,TOTAL,,93,"$233,331.63 ","$186,181.15 "
32480,80'S,,"2,949","$649,900.56 ","$516,232.79 "
,OTHER,,"16,322","$18,921,941.83 ","$15,032,928.37 "
,TOTAL,,"19,271","$19,571,842.39 ","$15,549,161.16 "
32482,80'S,,228,"$53,747.42 ","$42,399.40 "
,OTHER,,"1,267","$1,557,688.22 ","$1,234,077.87 "
,TOTAL,,"1,495","$1,611,435.64 ","$1,276,477.27 "
32484,80'S,,258,"$54,178.82 ","$43,322.85 "
,OTHER,,"1,338","$1,491,542.19 ","$1,188,580.39 "
,TOTAL,,"1,596","$1,545,721.01 ","$1,231,903.24 "
32486,80'S,,22,"$7,157.99 ","$5,726.39 "
,OTHER,,178,"$311,864.13 ","$249,333.59 "
,TOTAL,,200,"$319,022.12 ","$255,059.98 "
32488,80'S,,35,"$11,769.93 ","$9,415.92 "
,OTHER,,168,"$299,501.68 ","$238,101.58 "
,TOTAL,,203,"$311,271.61 ","$247,517.50 "
32491,80'S,,19,"$4,748.77 ","$3,799.02 "
,OTHER,,119,"$177,568.03 ","$139,493.84 "
,TOTAL,,138,"$182,316.80 ","$143,292.86 "
32500,80'S,,"1,192","$217,915.25 ","$172,887.37 "
,OTHER,,"8,651","$8,662,900.89 ","$6,887,691.24 "
,TOTAL,,"9,843","$8,880,816.14 ","$7,060,578.61 "
32501,80'S,,43,"$1,621.11 ","$1,296.90 "
,OTHER,,177,"$38,608.73 ","$30,886.97 "
,TOTAL,,220,"$40,229.84 ","$32,183.87 "
32503,80'S,,21,"$5,459.07 ","$4,367.24 "
,OTHER,,137,"$209,644.75 ","$166,342.72 "
,TOTAL,,158,"$215,103.82 ","$170,709.96 "
32504,80'S,,17,"$5,320.66 ","$4,256.53 "
,OTHER,,119,"$213,490.65 ","$170,684.60 "
,TOTAL,,136,"$218,811.31 ","$174,941.13 "
32540,80'S,,26,"$5,889.72 ","$4,711.78 "
,OTHER,,208,"$247,444.56 ","$197,924.87 "
,TOTAL,,234,"$253,334.28 ","$202,636.65 "
32550,OTHER,,"5,621","$1,263,509.69 ","$1,005,827.54 "
,TOTAL,,"5,621","$1,263,509.69 ","$1,005,827.54 "
32551,OTHER,,"60,214","$9,677,079.66 ","$7,692,764.20 "
,TOTAL,,"60,214","$9,677,079.66 ","$7,692,764.20 "
32560,OTHER,,"5,366","$509,395.03 ","$405,749.18 "
,TOTAL,,"5,366","$509,395.03 ","$405,749.18 "
3260F,OTHER,,11,$0.11 ,$0.11 
,TOTAL,,11,$0.11 ,$0.11 
32601,80'S,,39,"$1,129.94 ",$903.97 
,OTHER,,"2,467","$461,655.79 ","$368,502.12 "
,TOTAL,,"2,506","$462,785.73 ","$369,406.09 "
32602,80'S,,56,"$2,386.82 ","$1,905.36 "
,OTHER,,"3,550","$991,930.90 ","$785,588.13 "
,TOTAL,,"3,606","$994,317.72 ","$787,493.49 "
32603,OTHER,,42,"$9,827.37 ","$7,861.91 "
,TOTAL,,42,"$9,827.37 ","$7,861.91 "
32604,80'S,,1,$68.84 ,$55.07 
,OTHER,,40,"$13,971.47 ","$11,177.17 "
,TOTAL,,41,"$14,040.31 ","$11,232.24 "
32605,80'S,,1,$60.75 ,$48.60 
,OTHER,,32,"$9,139.97 ","$7,311.99 "
,TOTAL,,33,"$9,200.72 ","$7,360.59 "
32606,80'S,,7,$439.41 ,$351.53 
,OTHER,,288,"$110,583.65 ","$87,679.97 "
,TOTAL,,295,"$111,023.06 ","$88,031.50 "
32650,80'S,,682,"$59,776.29 ","$47,344.51 "
,OTHER,,"8,596","$4,363,776.23 ","$3,473,924.56 "
,TOTAL,,"9,278","$4,423,552.52 ","$3,521,269.07 "
32651,80'S,,174,"$25,382.23 ","$20,305.82 "
,OTHER,,"1,809","$1,542,532.02 ","$1,228,196.90 "
,TOTAL,,"1,983","$1,567,914.25 ","$1,248,502.72 "
32652,80'S,,313,"$75,984.15 ","$60,752.76 "
,OTHER,,"2,001","$2,712,080.03 ","$2,155,749.82 "
,TOTAL,,"2,314","$2,788,064.18 ","$2,216,502.58 "
32653,80'S,,135,"$15,516.32 ","$12,412.96 "
,OTHER,,810,"$607,710.21 ","$483,263.12 "
,TOTAL,,945,"$623,226.53 ","$495,676.08 "
32654,80'S,,15,"$2,169.74 ","$1,735.80 "
,OTHER,,151,"$133,949.84 ","$106,925.10 "
,TOTAL,,166,"$136,119.58 ","$108,660.90 "
32655,80'S,,64,"$7,855.17 ","$6,240.19 "
,OTHER,,725,"$510,092.41 ","$406,950.51 "
,TOTAL,,789,"$517,947.58 ","$413,190.70 "
32656,80'S,,179,"$17,241.23 ","$13,792.97 "
,OTHER,,638,"$370,739.94 ","$296,366.18 "
,TOTAL,,817,"$387,981.17 ","$310,159.15 "
32657,80'S,,"1,323","$142,162.66 ","$113,211.04 "
,OTHER,,"10,027","$6,211,442.78 ","$4,928,622.14 "
,TOTAL,,"11,350","$6,353,605.44 ","$5,041,833.18 "
32658,80'S,,7,$716.03 ,$572.83 
,OTHER,,67,"$36,161.47 ","$28,821.15 "
,TOTAL,,74,"$36,877.50 ","$29,393.98 "
32659,80'S,,75,"$7,489.16 ","$5,991.28 "
,OTHER,,510,"$302,864.55 ","$240,061.24 "
,TOTAL,,585,"$310,353.71 ","$246,052.52 "
32660,80'S,,4,$621.33 ,$497.06 
,OTHER,,13,"$11,503.06 ","$9,202.44 "
,TOTAL,,17,"$12,124.39 ","$9,699.50 "
32661,80'S,,5,$547.76 ,$438.21 
,OTHER,,30,"$17,099.05 ","$13,653.71 "
,TOTAL,,35,"$17,646.81 ","$14,091.92 "
32662,80'S,,70,"$8,638.70 ","$6,751.39 "
,OTHER,,401,"$271,368.14 ","$214,731.02 "
,TOTAL,,471,"$280,006.84 ","$221,482.41 "
32663,80'S,,915,"$193,268.48 ","$154,091.84 "
,OTHER,,"4,037","$4,795,889.41 ","$3,811,539.20 "
,TOTAL,,"4,952","$4,989,157.89 ","$3,965,631.04 "
32664,80'S,,11,"$1,344.55 ","$1,075.64 "
,OTHER,,76,"$62,020.44 ","$48,725.38 "
,TOTAL,,87,"$63,364.99 ","$49,801.02 "
32665,80'S,,9,"$1,272.16 ","$1,017.74 "
,OTHER,,61,"$55,880.26 ","$44,701.31 "
,TOTAL,,70,"$57,152.42 ","$45,719.05 "
3278F,OTHER,,16,$0.16 ,$0.16 
,TOTAL,,16,$0.16 ,$0.16 
3279F,OTHER,,3,$0.03 ,$0.03 
,TOTAL,,3,$0.03 ,$0.03 
3280F,OTHER,,14,$0.14 ,$0.14 
,TOTAL,,14,$0.14 ,$0.14 
32800,80'S,,3,$360.70 ,$288.56 
,OTHER,,72,"$40,241.18 ","$32,150.89 "
,TOTAL,,75,"$40,601.88 ","$32,439.45 "
3281F,OTHER,,14,$0.14 ,$0.14 
,TOTAL,,14,$0.14 ,$0.14 
32810,80'S,,1,$111.40 ,$89.12 
,OTHER,,39,"$26,231.99 ","$20,985.60 "
,TOTAL,,40,"$26,343.39 ","$21,074.72 "
32815,80'S,,34,"$13,219.28 ","$10,575.40 "
,OTHER,,206,"$393,551.64 ","$312,524.84 "
,TOTAL,,240,"$406,770.92 ","$323,100.24 "
32820,80'S,,6,$920.97 ,$736.77 
,OTHER,,46,"$45,492.50 ","$35,767.33 "
,TOTAL,,52,"$46,413.47 ","$36,504.10 "
32851,80'S,,62,"$24,745.49 ","$19,376.71 "
,OTHER,,189,"$435,435.99 ","$344,786.40 "
,TOTAL,,251,"$460,181.48 ","$364,163.11 "
32852,80'S,,8,"$3,697.42 ","$2,957.94 "
,OTHER,,30,"$79,819.41 ","$63,855.54 "
,TOTAL,,38,"$83,516.83 ","$66,813.48 "
32853,80'S,,48,"$22,513.81 ","$18,011.00 "
,OTHER,,138,"$376,610.75 ","$296,879.87 "
,TOTAL,,186,"$399,124.56 ","$314,890.87 "
32854,80'S,,62,"$31,903.75 ","$25,523.05 "
,OTHER,,156,"$471,894.34 ","$374,877.55 "
,TOTAL,,218,"$503,798.09 ","$400,400.60 "
32855,80'S,,42,"$1,804.27 ","$1,443.41 "
,OTHER,,144,"$24,864.79 ","$19,767.98 "
,TOTAL,,186,"$26,669.06 ","$21,211.39 "
32856,80'S,,63,"$2,308.13 ","$1,846.47 "
,OTHER,,195,"$30,224.71 ","$24,063.58 "
,TOTAL,,258,"$32,532.84 ","$25,910.05 "
32900,80'S,,27,"$3,895.60 ","$3,116.46 "
,OTHER,,192,"$175,183.95 ","$139,144.45 "
,TOTAL,,219,"$179,079.55 ","$142,260.91 "
32905,80'S,,8,"$1,493.83 ","$1,195.06 "
,OTHER,,59,"$58,927.36 ","$46,531.85 "
,TOTAL,,67,"$60,421.19 ","$47,726.91 "
32906,80'S,,5,"$1,293.48 ","$1,034.79 "
,OTHER,,42,"$49,164.81 ","$39,223.83 "
,TOTAL,,47,"$50,458.29 ","$40,258.62 "
32940,80'S,,16,"$2,217.03 ","$1,773.60 "
,OTHER,,57,"$36,591.06 ","$28,307.95 "
,TOTAL,,73,"$38,808.09 ","$30,081.55 "
32960,OTHER,,32,"$2,284.50 ","$1,757.83 "
,TOTAL,,32,"$2,284.50 ","$1,757.83 "
32997,OTHER,,125,"$35,913.95 ","$28,692.01 "
,TOTAL,,125,"$35,913.95 ","$28,692.01 "
32998,80'S,,32,"$1,375.30 ","$1,060.72 "
,OTHER,,"1,024","$406,594.95 ","$323,706.27 "
,TOTAL,,"1,056","$407,970.25 ","$324,766.99 "
32999,80'S,,4,$839.94 ,$671.94 
,OTHER,,"1,942","$552,486.72 ","$440,514.60 "
,TOTAL,,"1,946","$553,326.66 ","$441,186.54 "
