,OTHER,,128,"$117,029.26 ","$91,977.57 "
,TOTAL,,131,"$117,329.80 ","$92,218.01 "
31293,OTHER,,62,"$59,702.14 ","$47,761.69 "
,TOTAL,,62,"$59,702.14 ","$47,761.69 "
31294,OTHER,,17,"$18,290.49 ","$13,901.35 "
,TOTAL,,17,"$18,290.49 ","$13,901.35 "
31299,80'S,,1,$244.25 ,$195.40 
,OTHER,,98,"$38,453.40 ","$30,576.43 "
,TOTAL,,99,"$38,697.65 ","$30,771.83 "
31300,SG,,1,$757.89 ,$606.31 
,80'S,,1,$177.58 ,$142.06 
,OTHER,,102,"$105,390.41 ","$82,725.93 "
,TOTAL,,104,"$106,325.88 ","$83,474.30 "
31320,OTHER,,10,"$5,742.40 ","$4,519.18 "
,TOTAL,,10,"$5,742.40 ","$4,519.18 "
31360,80'S,,104,"$28,017.57 ","$22,414.08 "
,OTHER,,630,"$984,710.50 ","$785,252.37 "
,TOTAL,,734,"$1,012,728.07 ","$807,666.45 "
31365,80'S,,47,"$16,293.53 ","$13,034.79 "
,OTHER,,350,"$735,007.30 ","$583,601.97 "
,TOTAL,,397,"$751,300.83 ","$596,636.76 "
31367,80'S,,3,$875.51 ,$700.41 
,OTHER,,119,"$223,948.44 ","$176,399.68 "
,TOTAL,,122,"$224,823.95 ","$177,100.09 "
31368,80'S,,4,"$1,397.59 ","$1,118.08 "
,OTHER,,39,"$84,663.40 ","$67,622.71 "
,TOTAL,,43,"$86,060.99 ","$68,740.79 "
31370,80'S,,2,$357.87 ,$286.30 
,OTHER,,73,"$129,005.68 ","$102,158.62 "
,TOTAL,,75,"$129,363.55 ","$102,444.92 "
31375,80'S,,3,$840.69 ,$672.55 
,OTHER,,49,"$78,076.05 ","$62,352.81 "
,TOTAL,,52,"$78,916.74 ","$63,025.36 "
31380,80'S,,2,$556.33 ,$445.07 
,OTHER,,30,"$49,220.09 ","$39,376.06 "
,TOTAL,,32,"$49,776.42 ","$39,821.13 "
31382,80'S,,2,$572.31 ,$457.85 
,OTHER,,63,"$112,014.82 ","$88,297.19 "
,TOTAL,,65,"$112,587.13 ","$88,755.04 "
31390,80'S,,10,"$3,699.29 ","$2,959.42 "
,OTHER,,110,"$251,752.31 ","$199,505.46 "
,TOTAL,,120,"$255,451.60 ","$202,464.88 "
31395,80'S,,3,"$1,216.01 ",$972.81 
,OTHER,,67,"$165,320.54 ","$129,395.73 "
,TOTAL,,70,"$166,536.55 ","$130,368.54 "
31400,80'S,,1,$84.23 ,$67.38 
,OTHER,,74,"$43,215.12 ","$34,472.09 "
,TOTAL,,75,"$43,299.35 ","$34,539.47 "
31420,SG,,1,$703.68 ,$562.94 
,80'S,,1,$118.23 ,$94.58 
,OTHER,,32,"$19,551.21 ","$15,640.95 "
,TOTAL,,34,"$20,373.12 ","$16,298.47 "
31500,OTHER,,"267,152","$27,569,491.69 ","$21,850,364.55 "
,TOTAL,,"267,152","$27,569,491.69 ","$21,850,364.55 "
31502,SG,,3,$180.75 ,$144.59 
,OTHER,,"17,107","$529,074.56 ","$413,073.50 "
,TOTAL,,"17,110","$529,255.31 ","$413,218.09 "
31505,SG,,1,$31.76 ,$25.41 
,OTHER,,"19,697","$1,428,393.55 ","$1,084,929.13 "
,TOTAL,,"19,698","$1,428,425.31 ","$1,084,954.54 "
31510,SG,,4,"$2,174.98 ","$1,739.99 "
,OTHER,,153,"$20,935.29 ","$16,312.49 "
,TOTAL,,157,"$23,110.27 ","$18,052.48 "
31511,OTHER,,176,"$26,390.37 ","$20,191.15 "
,TOTAL,,176,"$26,390.37 ","$20,191.15 "
31512,OTHER,,23,"$3,367.84 ","$2,637.41 "
,TOTAL,,23,"$3,367.84 ","$2,637.41 "
31513,SG,,1,$78.42 ,$62.74 
,80'S,,2,$37.82 ,$30.26 
,OTHER,,454,"$50,200.13 ","$36,865.52 "
,TOTAL,,457,"$50,316.37 ","$36,958.52 "
31515,SG,,12,"$3,887.63 ","$2,924.79 "
,80'S,,1,$9.27 ,$7.42 
,OTHER,,"1,063","$119,027.77 ","$93,052.41 "
,TOTAL,,"1,076","$122,924.67 ","$95,984.62 "
31520,OTHER,,20,"$2,441.40 ","$1,953.11 "
,TOTAL,,20,"$2,441.40 ","$1,953.11 "
31525,SG,,123,"$42,959.71 ","$34,146.94 "
,OTHER,,"13,559","$2,290,434.20 ","$1,798,455.12 "
,TOTAL,,"13,682","$2,333,393.91 ","$1,832,602.06 "
31526,SG,,47,"$24,531.36 ","$19,500.81 "
,OTHER,,"1,965","$322,799.65 ","$253,015.70 "
,TOTAL,,"2,012","$347,331.01 ","$272,516.51 "
31527,OTHER,,15,"$2,366.39 ","$1,893.11 "
,TOTAL,,15,"$2,366.39 ","$1,893.11 "
31528,SG,,2,$976.25 ,$781.00 
,80'S,,1,$20.85 ,$16.68 
,OTHER,,243,"$30,252.33 ","$23,485.51 "
,TOTAL,,246,"$31,249.43 ","$24,283.19 "
31529,SG,,1,$481.23 ,$384.98 
,OTHER,,179,"$21,835.00 ","$16,831.49 "
,TOTAL,,180,"$22,316.23 ","$17,216.47 "
31530,SG,,6,"$3,053.95 ","$2,443.16 "
,OTHER,,352,"$65,920.61 ","$51,932.69 "
,TOTAL,,358,"$68,974.56 ","$54,375.85 "
31531,SG,,3,"$1,835.22 ","$1,360.18 "
,OTHER,,230,"$42,907.94 ","$33,647.89 "
,TOTAL,,233,"$44,743.16 ","$35,008.07 "
31535,SG,,288,"$152,682.74 ","$120,684.37 "
,OTHER,,"8,286","$1,574,943.83 ","$1,240,181.77 "
,TOTAL,,"8,574","$1,727,626.57 ","$1,360,866.14 "
31536,SG,,283,"$168,534.78 ","$131,666.58 "
,OTHER,,"8,767","$2,067,436.29 ","$1,622,470.61 "
,TOTAL,,"9,050","$2,235,971.07 ","$1,754,137.19 "
31540,SG,,73,"$44,715.29 ","$35,617.46 "
,80'S,,1,$19.18 ,$15.34 
,OTHER,,"1,055","$286,786.66 ","$226,301.25 "
,TOTAL,,"1,129","$331,521.13 ","$261,934.05 "
31541,SG,,372,"$256,181.04 ","$199,977.99 "
,OTHER,,"10,437","$3,060,986.96 ","$2,404,464.87 "
,TOTAL,,"10,809","$3,317,168.00 ","$2,604,442.86 "
31545,SG,,14,"$9,584.91 ","$7,667.93 "
,OTHER,,849,"$315,815.88 ","$249,333.43 "
,TOTAL,,863,"$325,400.79 ","$257,001.36 "
31546,OTHER,,15,"$7,679.49 ","$6,143.56 "
,TOTAL,,15,"$7,679.49 ","$6,143.56 "
3155F,OTHER,,18,$0.18 ,$0.17 
,TOTAL,,18,$0.18 ,$0.17 
31560,OTHER,,30,"$8,669.23 ","$6,935.39 "
,TOTAL,,30,"$8,669.23 ","$6,935.39 "
31561,SG,,1,$721.19 ,$576.95 
,OTHER,,161,"$50,101.41 ","$39,934.73 "
,TOTAL,,162,"$50,822.60 ","$40,511.68 "
31570,SG,,18,"$7,691.63 ","$5,868.04 "
,OTHER,,"2,102","$582,598.00 ","$452,292.77 "
,TOTAL,,"2,120","$590,289.63 ","$458,160.81 "
31571,SG,,68,"$37,244.27 ","$28,948.37 "
,OTHER,,"2,910","$679,754.03 ","$536,772.51 "
,TOTAL,,"2,978","$716,998.30 ","$565,720.88 "
31575,SG,,6,$235.11 ,$188.09 
,OTHER,,"542,568","$56,363,643.94 ","$42,976,890.28 "
,TOTAL,,"542,574","$56,363,879.05 ","$42,977,078.37 "
31576,SG,,9,"$4,751.53 ","$3,526.21 "
,OTHER,,647,"$104,962.03 ","$81,936.05 "
,TOTAL,,656,"$109,713.56 ","$85,462.26 "
31577,OTHER,,123,"$23,086.22 ","$17,902.89 "
,TOTAL,,123,"$23,086.22 ","$17,902.89 "
31578,SG,,1,$550.42 ,$440.34 
,OTHER,,174,"$33,132.95 ","$25,617.71 "
,TOTAL,,175,"$33,683.37 ","$26,058.05 "
31579,SG,,15,"$1,796.27 ","$1,436.96 "
,OTHER,,"41,297","$8,434,168.37 ","$6,528,272.69 "
,TOTAL,,"41,312","$8,435,964.64 ","$6,529,709.65 "
31580,80'S,,2,$328.02 ,$262.42 
,OTHER,,56,"$52,808.94 ","$42,081.92 "
,TOTAL,,58,"$53,136.96 ","$42,344.34 "
31582,OTHER,,59,"$92,686.70 ","$74,089.75 "
,TOTAL,,59,"$92,686.70 ","$74,089.75 "
31584,80'S,,1,$243.27 ,$194.62 
,OTHER,,15,"$20,550.24 ","$16,440.21 "
,TOTAL,,16,"$20,793.51 ","$16,634.83 "
31587,80'S,,2,$203.72 ,$162.98 
,OTHER,,22,"$15,653.99 ","$12,523.23 "
,TOTAL,,24,"$15,857.71 ","$12,686.21 "
31588,SG,,15,"$13,844.03 ","$10,875.54 "
,80'S,,85,"$13,709.16 ","$10,803.64 "
,OTHER,,"1,218","$1,183,259.97 ","$933,827.19 "
,TOTAL,,"1,318","$1,210,813.16 ","$955,506.37 "
31590,OTHER,,9,"$5,347.38 ","$4,277.91 "
,TOTAL,,9,"$5,347.38 ","$4,277.91 "
31595,80'S,,1,$115.26 ,$92.21 
,OTHER,,41,"$24,863.84 ","$19,769.85 "
,TOTAL,,42,"$24,979.10 ","$19,862.06 "
31599,80'S,,8,$789.98 ,$631.99 
,OTHER,,666,"$274,357.34 ","$217,582.54 "
,TOTAL,,674,"$275,147.32 ","$218,214.53 "
3160F,OTHER,,14,$0.14 ,$0.14 
,TOTAL,,14,$0.14 ,$0.14 
31600,80'S,,9,$548.19 ,$438.57 
,OTHER,,"41,809","$15,053,835.84 ","$11,973,196.84 "
,TOTAL,,"41,818","$15,054,384.03 ","$11,973,635.41 "
31601,OTHER,,19,"$4,735.95 ","$3,716.50 "
,TOTAL,,19,"$4,735.95 ","$3,716.50 "
31603,SG,,1,$169.26 ,$135.41 
,OTHER,,"2,025","$397,174.93 ","$315,537.59 "
,TOTAL,,"2,026","$397,344.19 ","$315,673.00 "
31605,OTHER,,392,"$63,256.33 ","$50,247.48 "
,TOTAL,,392,"$63,256.33 ","$50,247.48 "
31610,OTHER,,"1,747","$1,105,520.80 ","$879,703.89 "
,TOTAL,,"1,747","$1,105,520.80 ","$879,703.89 "
31611,SG,,5,"$3,083.67 ","$2,466.92 "
,80'S,,44,"$2,186.77 ","$1,749.39 "
,OTHER,,904,"$335,108.95 ","$265,039.16 "
