,OTHER,,759,"$205,070.93 ","$162,047.25 "
,TOTAL,,828,"$230,710.42 ","$182,235.69 "
31032,SG,,51,"$27,368.00 ","$21,567.16 "
,OTHER,,437,"$185,454.51 ","$145,687.92 "
,TOTAL,,488,"$212,822.51 ","$167,255.08 "
31040,80'S,,1,$52.80 ,$42.24 
,OTHER,,254,"$39,027.11 ","$30,441.04 "
,TOTAL,,255,"$39,079.91 ","$30,483.28 "
31050,SG,,17,"$4,926.15 ","$3,940.92 "
,OTHER,,146,"$36,430.90 ","$29,144.71 "
,TOTAL,,163,"$41,357.05 ","$33,085.63 "
31051,SG,,14,"$4,450.00 ","$3,560.01 "
,80'S,,1,$43.57 ,$34.86 
,OTHER,,143,"$58,022.58 ","$46,040.33 "
,TOTAL,,158,"$62,516.15 ","$49,635.20 "
31070,SG,,37,"$9,177.24 ","$7,153.82 "
,OTHER,,247,"$54,525.75 ","$42,769.27 "
,TOTAL,,284,"$63,702.99 ","$49,923.09 "
31075,SG,,8,"$4,789.05 ","$3,831.23 "
,80'S,,9,$660.80 ,$452.79 
,OTHER,,105,"$55,542.33 ","$43,618.46 "
,TOTAL,,122,"$60,992.18 ","$47,902.48 "
31080,SG,,2,"$1,248.39 ",$998.71 
,80'S,,3,$305.66 ,$244.53 
,OTHER,,48,"$19,213.57 ","$15,238.93 "
,TOTAL,,53,"$20,767.62 ","$16,482.17 "
31081,SG,,1,$317.87 ,$254.30 
,80'S,,9,$705.51 ,$564.42 
,OTHER,,79,"$40,232.91 ","$31,732.41 "
,TOTAL,,89,"$41,256.29 ","$32,551.13 "
31084,SG,,1,$590.83 ,$472.66 
,80'S,,6,$871.45 ,$697.15 
,OTHER,,35,"$28,354.24 ","$22,683.41 "
,TOTAL,,42,"$29,816.52 ","$23,853.22 "
31085,80'S,,17,"$2,025.21 ","$1,620.16 "
,OTHER,,91,"$67,585.84 ","$52,805.18 "
,TOTAL,,108,"$69,611.05 ","$54,425.34 "
31086,80'S,,4,$539.71 ,$431.76 
,OTHER,,16,"$13,937.02 ","$11,149.63 "
,TOTAL,,20,"$14,476.73 ","$11,581.39 "
31087,80'S,,3,$413.98 ,$331.18 
,OTHER,,22,"$16,754.14 ","$13,403.30 "
,TOTAL,,25,"$17,168.12 ","$13,734.48 "
31090,SG,,80,"$50,514.67 ","$40,331.61 "
,OTHER,,467,"$362,270.93 ","$287,673.91 "
,TOTAL,,547,"$412,785.60 ","$328,005.52 "
31200,SG,,225,"$53,234.30 ","$42,187.94 "
,OTHER,,845,"$179,258.61 ","$142,601.66 "
,TOTAL,,"1,070","$232,492.91 ","$184,789.60 "
31201,SG,,58,"$42,676.24 ","$34,141.00 "
,OTHER,,298,"$189,782.17 ","$148,864.25 "
,TOTAL,,356,"$232,458.41 ","$183,005.25 "
31205,SG,,60,"$17,928.63 ","$13,866.25 "
,80'S,,37,"$2,645.38 ","$2,116.33 "
,OTHER,,562,"$259,238.35 ","$206,448.78 "
,TOTAL,,659,"$279,812.36 ","$222,431.36 "
31225,80'S,,85,"$16,329.09 ","$13,063.31 "
,OTHER,,800,"$959,698.19 ","$763,729.87 "
,TOTAL,,885,"$976,027.28 ","$776,793.18 "
31230,80'S,,4,$767.39 ,$613.91 
,OTHER,,76,"$93,024.42 ","$74,419.46 "
,TOTAL,,80,"$93,791.81 ","$75,033.37 "
31231,OTHER,,"230,410","$39,049,009.65 ","$30,292,227.67 "
,TOTAL,,"230,410","$39,049,009.65 ","$30,292,227.67 "
31233,SG,,9,"$3,355.14 ","$2,684.12 "
,OTHER,,"8,780","$2,344,313.25 ","$1,832,361.06 "
,TOTAL,,"8,789","$2,347,668.39 ","$1,835,045.18 "
31235,SG,,8,"$1,635.15 ","$1,308.11 "
,OTHER,,"1,917","$706,387.53 ","$559,241.63 "
,TOTAL,,"1,925","$708,022.68 ","$560,549.74 "
31237,SG,,927,"$371,851.18 ","$292,867.52 "
,OTHER,,"48,664","$16,752,027.02 ","$13,111,343.99 "
,TOTAL,,"49,591","$17,123,878.20 ","$13,404,211.51 "
31238,SG,,247,"$76,370.45 ","$60,006.78 "
,80'S,,3,$67.33 ,$53.86 
,OTHER,,"15,979","$5,044,950.89 ","$3,971,538.28 "
,TOTAL,,"16,229","$5,121,388.67 ","$4,031,598.92 "
31239,SG,,242,"$137,379.12 ","$109,052.29 "
,80'S,,10,"$1,031.44 ",$825.15 
,OTHER,,821,"$509,072.84 ","$402,196.17 "
,TOTAL,,"1,073","$647,483.40 ","$512,073.61 "
31240,SG,,611,"$159,814.59 ","$126,307.19 "
,OTHER,,"2,328","$242,769.89 ","$190,948.40 "
,TOTAL,,"2,939","$402,584.48 ","$317,255.59 "
31254,SG,,"1,583","$592,129.98 ","$465,846.09 "
,OTHER,,"5,950","$1,427,476.21 ","$1,120,739.73 "
,TOTAL,,"7,533","$2,019,606.19 ","$1,586,585.82 "
31255,SG,,"5,193","$3,726,778.58 ","$2,938,857.61 "
,OTHER,,"19,133","$8,344,325.26 ","$6,562,215.01 "
,TOTAL,,"24,326","$12,071,103.84 ","$9,501,072.62 "
31256,SG,,"2,931","$943,066.91 ","$743,557.80 "
,OTHER,,"10,976","$1,564,631.69 ","$1,229,563.00 "
,TOTAL,,"13,907","$2,507,698.60 ","$1,973,120.80 "
31267,SG,,"3,908","$1,279,308.88 ","$1,008,041.64 "
,OTHER,,"15,165","$3,947,952.37 ","$3,103,159.17 "
,TOTAL,,"19,073","$5,227,261.25 ","$4,111,200.81 "
31276,SG,,"2,216","$683,571.00 ","$541,007.02 "
,80'S,,1,$86.59 ,$69.27 
,OTHER,,"8,685","$5,518,677.49 ","$4,333,560.50 "
,TOTAL,,"10,902","$6,202,335.08 ","$4,874,636.79 "
31287,SG,,992,"$301,711.17 ","$239,001.14 "
,80'S,,1,$39.40 ,$31.52 
,OTHER,,"4,414","$729,772.28 ","$575,665.13 "
,TOTAL,,"5,407","$1,031,522.85 ","$814,697.79 "
31288,SG,,"1,073","$342,157.36 ","$270,136.69 "
,80'S,,4,$174.30 ,$139.43 
,OTHER,,"4,590","$935,719.45 ","$736,991.32 "
,TOTAL,,"5,667","$1,278,051.11 ","$1,007,267.44 "
31290,80'S,,1,$170.30 ,$136.24 
,OTHER,,112,"$123,639.55 ","$97,921.37 "
,TOTAL,,113,"$123,809.85 ","$98,057.61 "
31291,80'S,,2,$291.12 ,$232.90 
,OTHER,,74,"$88,155.62 ","$70,403.06 "
,TOTAL,,76,"$88,446.74 ","$70,635.96 "
31292,80'S,,1,$75.95 ,$60.76 
,OTHER,,96,"$97,366.55 ","$77,893.18 "
,TOTAL,,97,"$97,442.50 ","$77,953.94 "
31293,80'S,,4,$743.26 ,$594.60 
,OTHER,,66,"$73,559.03 ","$57,963.69 "
,TOTAL,,70,"$74,302.29 ","$58,558.29 "
31294,80'S,,3,$524.71 ,$419.77 
,OTHER,,39,"$46,760.45 ","$37,408.31 "
,TOTAL,,42,"$47,285.16 ","$37,828.08 "
31299,OTHER,,151,"$47,302.17 ","$37,841.70 "
,TOTAL,,151,"$47,302.17 ","$37,841.70 "
31300,SG,,7,"$4,703.38 ","$3,762.71 "
,80'S,,9,"$1,479.79 ","$1,183.85 "
,OTHER,,135,"$122,124.59 ","$96,156.69 "
,TOTAL,,151,"$128,307.76 ","$101,103.25 "
31320,80'S,,1,$39.86 ,$31.89 
,OTHER,,13,"$5,648.82 ","$4,519.05 "
,TOTAL,,14,"$5,688.68 ","$4,550.94 "
31360,80'S,,174,"$32,312.57 ","$25,708.09 "
,OTHER,,682,"$760,361.38 ","$602,783.38 "
,TOTAL,,856,"$792,673.95 ","$628,491.47 "
31365,80'S,,83,"$20,873.49 ","$16,188.95 "
,OTHER,,520,"$818,330.82 ","$646,811.51 "
,TOTAL,,603,"$839,204.31 ","$663,000.46 "
31367,80'S,,8,"$1,894.57 ","$1,515.66 "
,OTHER,,74,"$109,487.24 ","$86,124.61 "
,TOTAL,,82,"$111,381.81 ","$87,640.27 "
31368,80'S,,9,"$2,656.70 ","$2,099.18 "
,OTHER,,62,"$114,288.18 ","$90,319.41 "
,TOTAL,,71,"$116,944.88 ","$92,418.59 "
31370,80'S,,7,"$1,739.04 ","$1,391.24 "
,OTHER,,69,"$102,142.89 ","$81,228.90 "
,TOTAL,,76,"$103,881.93 ","$82,620.14 "
31375,80'S,,3,$631.23 ,$504.98 
,OTHER,,50,"$65,957.08 ","$52,692.35 "
,TOTAL,,53,"$66,588.31 ","$53,197.33 "
31380,80'S,,4,$905.48 ,$724.39 
,OTHER,,30,"$39,898.29 ","$30,958.58 "
,TOTAL,,34,"$40,803.77 ","$31,682.97 "
31382,80'S,,11,"$2,457.58 ","$1,945.50 "
,OTHER,,60,"$78,309.06 ","$62,647.23 "
,TOTAL,,71,"$80,766.64 ","$64,592.73 "
31390,80'S,,7,"$2,030.32 ","$1,624.25 "
,OTHER,,94,"$163,433.81 ","$130,656.53 "
,TOTAL,,101,"$165,464.13 ","$132,280.78 "
31395,80'S,,8,"$2,853.92 ","$2,283.14 "
,OTHER,,72,"$144,306.46 ","$115,445.24 "
,TOTAL,,80,"$147,160.38 ","$117,728.38 "
31400,80'S,,2,$180.86 ,$144.70 
,OTHER,,85,"$41,110.15 ","$32,246.99 "
,TOTAL,,87,"$41,291.01 ","$32,391.69 "
31420,SG,,1,$444.76 ,$355.81 
,80'S,,2,$116.35 ,$93.08 
,OTHER,,30,"$20,094.73 ","$16,009.07 "
,TOTAL,,33,"$20,655.84 ","$16,457.96 "
31500,OTHER,,"272,118","$29,957,171.98 ","$23,725,439.49 "
,TOTAL,,"272,118","$29,957,171.98 ","$23,725,439.49 "
31502,OTHER,,"17,264","$789,257.17 ","$613,889.05 "
,TOTAL,,"17,264","$789,257.17 ","$613,889.05 "
31505,OTHER,,"23,957","$1,849,682.65 ","$1,420,595.63 "
,TOTAL,,"23,957","$1,849,682.65 ","$1,420,595.63 "
31510,SG,,26,"$10,196.59 ","$8,119.77 "
,OTHER,,173,"$19,052.88 ","$15,012.49 "
,TOTAL,,199,"$29,249.47 ","$23,132.26 "
31511,OTHER,,240,"$38,763.17 ","$30,305.10 "
,TOTAL,,240,"$38,763.17 ","$30,305.10 "
31512,SG,,9,"$3,933.17 ","$3,146.54 "
,OTHER,,20,"$2,540.85 ","$1,999.40 "
,TOTAL,,29,"$6,474.02 ","$5,145.94 "
31513,SG,,10,"$4,178.06 ","$3,342.43 "
,OTHER,,915,"$118,113.91 ","$91,777.77 "
,TOTAL,,925,"$122,291.97 ","$95,120.20 "
31515,SG,,40,"$10,000.86 ","$8,000.69 "
,OTHER,,"1,723","$209,220.29 ","$163,922.19 "
,TOTAL,,"1,763","$219,221.15 ","$171,922.88 "
31520,OTHER,,34,"$4,910.96 ","$3,928.78 "
,TOTAL,,34,"$4,910.96 ","$3,928.78 "
31525,SG,,305,"$81,964.53 ","$64,734.71 "
,OTHER,,"11,791","$2,220,479.55 ","$1,743,726.93 "
,TOTAL,,"12,096","$2,302,444.08 ","$1,808,461.64 "
31526,SG,,150,"$59,916.26 ","$46,351.59 "
,OTHER,,"1,423","$202,497.14 ","$159,069.97 "
,TOTAL,,"1,573","$262,413.40 ","$205,421.56 "
31527,OTHER,,27,"$4,499.45 ","$3,590.94 "
,TOTAL,,27,"$4,499.45 ","$3,590.94 "
31528,SG,,17,"$5,865.98 ","$4,658.78 "
,OTHER,,167,"$19,880.87 ","$15,776.56 "
,TOTAL,,184,"$25,746.85 ","$20,435.34 "
31529,SG,,6,"$2,150.98 ","$1,720.78 "
,OTHER,,88,"$12,576.58 ","$9,784.52 "
,TOTAL,,94,"$14,727.56 ","$11,505.30 "
31530,SG,,10,"$4,437.82 ","$3,550.27 "
,OTHER,,384,"$76,107.39 ","$60,024.77 "
,TOTAL,,394,"$80,545.21 ","$63,575.04 "
31531,SG,,18,"$8,567.26 ","$6,787.62 "
,OTHER,,134,"$27,723.78 ","$21,741.85 "
,TOTAL,,152,"$36,291.04 ","$28,529.47 "
31535,SG,,978,"$407,283.24 ","$321,937.69 "
,OTHER,,"8,673","$1,529,049.83 ","$1,207,432.10 "
,TOTAL,,"9,651","$1,936,333.07 ","$1,529,369.79 "
31536,SG,,"1,266","$622,704.76 ","$489,651.16 "
,OTHER,,"7,749","$1,625,933.35 ","$1,279,732.40 "
,TOTAL,,"9,015","$2,248,638.11 ","$1,769,383.56 "
31540,SG,,300,"$146,994.64 ","$115,478.02 "
,OTHER,,"1,213","$301,439.83 ","$236,255.99 "
,TOTAL,,"1,513","$448,434.47 ","$351,734.01 "
31541,SG,,"1,435","$883,108.53 ","$689,834.36 "
,OTHER,,"10,890","$3,028,521.03 ","$2,383,024.35 "
,TOTAL,,"12,325","$3,911,629.56 ","$3,072,858.71 "
31560,SG,,1,$720.19 ,$576.15 
,OTHER,,25,"$7,610.19 ","$6,088.16 "
,TOTAL,,26,"$8,330.38 ","$6,664.31 "
31561,SG,,6,"$4,131.46 ","$3,305.16 "
,OTHER,,204,"$71,681.60 ","$56,803.36 "
,TOTAL,,210,"$75,813.06 ","$60,108.52 "
31570,SG,,67,"$28,286.57 ","$22,401.18 "
,OTHER,,"2,087","$606,082.67 ","$470,411.71 "
,TOTAL,,"2,154","$634,369.24 ","$492,812.89 "
31571,SG,,157,"$57,007.22 ","$45,205.17 "
,OTHER,,"1,399","$325,738.30 ","$255,588.58 "
,TOTAL,,"1,556","$382,745.52 ","$300,793.75 "
31575,OTHER,,"500,939","$54,813,888.04 ","$42,184,050.83 "
,TOTAL,,"500,939","$54,813,888.04 ","$42,184,050.83 "
31576,SG,,30,"$11,902.86 ","$9,442.30 "
,OTHER,,468,"$73,009.70 ","$57,397.57 "
,TOTAL,,498,"$84,912.56 ","$66,839.87 "
31577,SG,,1,$443.17 ,$354.54 
,OTHER,,152,"$30,080.80 ","$23,696.65 "
,TOTAL,,153,"$30,523.97 ","$24,051.19 "
31578,SG,,15,"$6,263.58 ","$5,010.87 "
,80'S,,1,$14.95 ,$11.96 
,OTHER,,99,"$17,754.53 ","$13,958.37 "
,TOTAL,,115,"$24,033.06 ","$18,981.20 "
31579,OTHER,,"24,241","$5,422,726.62 ","$4,223,391.80 "
,TOTAL,,"24,241","$5,422,726.62 ","$4,223,391.80 "
31580,80'S,,3,$360.27 ,$288.21 
,OTHER,,46,"$28,154.57 ","$22,520.84 "
,TOTAL,,49,"$28,514.84 ","$22,809.05 "
31582,SG,,2,"$1,064.94 ",$851.95 
,OTHER,,136,"$172,664.41 ","$138,131.29 "
,TOTAL,,138,"$173,729.35 ","$138,983.24 "
31584,80'S,,3,$665.78 ,$516.67 
,OTHER,,19,"$24,598.55 ","$19,539.64 "
,TOTAL,,22,"$25,264.33 ","$20,056.31 "
31585,OTHER,,4,"$1,060.37 ",$848.29 
,TOTAL,,4,"$1,060.37 ",$848.29 
31586,OTHER,,6,"$4,285.43 ","$3,428.35 "
,TOTAL,,6,"$4,285.43 ","$3,428.35 "
31587,80'S,,2,$290.69 ,$232.55 
,OTHER,,22,"$15,691.61 ","$12,409.65 "
,TOTAL,,24,"$15,982.30 ","$12,642.20 "
31588,SG,,71,"$50,481.53 ","$39,992.22 "
,80'S,,116,"$18,904.37 ","$15,123.46 "
,OTHER,,"1,194","$1,181,719.19 ","$936,896.07 "
,TOTAL,,"1,381","$1,251,105.09 ","$992,011.75 "
31590,80'S,,3,$160.92 ,$128.73 
,OTHER,,13,"$5,405.72 ","$4,308.39 "
,TOTAL,,16,"$5,566.64 ","$4,437.12 "
31595,80'S,,3,$263.50 ,$210.80 
,OTHER,,27,"$11,087.83 ","$8,356.06 "
,TOTAL,,30,"$11,351.33 ","$8,566.86 "
31599,80'S,,12,"$1,702.11 ","$1,361.69 "
,OTHER,,530,"$227,229.91 ","$181,424.42 "
,TOTAL,,542,"$228,932.02 ","$182,786.11 "
31600,80'S,,6,$712.55 ,$570.04 
,OTHER,,"42,730","$16,532,584.47 ","$13,145,466.89 "
,TOTAL,,"42,736","$16,533,297.02 ","$13,146,036.93 "
31601,80'S,,5,$223.18 ,$178.54 
,OTHER,,31,"$8,150.34 ","$6,520.26 "
,TOTAL,,36,"$8,373.52 ","$6,698.80 "
31603,OTHER,,"2,502","$546,698.06 ","$434,936.80 "
,TOTAL,,"2,502","$546,698.06 ","$434,936.80 "
31605,OTHER,,410,"$75,166.90 ","$59,471.40 "
,TOTAL,,410,"$75,166.90 ","$59,471.40 "
31610,OTHER,,"1,708","$1,044,194.87 ","$829,533.18 "
,TOTAL,,"1,708","$1,044,194.87 ","$829,533.18 "
31611,SG,,43,"$21,270.98 ","$16,758.06 "
,80'S,,63,"$2,895.67 ","$2,297.75 "
,OTHER,,"1,121","$396,218.31 ","$312,238.60 "
,TOTAL,,"1,227","$420,384.96 ","$331,294.41 "
31612,SG,,10,"$2,967.66 ","$2,374.12 "
,80'S,,1,$7.87 ,$6.30 
,OTHER,,338,"$15,684.24 ","$12,367.07 "
,TOTAL,,349,"$18,659.77 ","$14,747.49 "
31613,SG,,25,"$11,036.30 ","$8,801.43 "
,OTHER,,"1,235","$444,544.92 ","$352,043.23 "
,TOTAL,,"1,260","$455,581.22 ","$360,844.66 "
31614,SG,,23,"$9,924.93 ","$7,939.94 "
,OTHER,,398,"$211,671.78 ","$167,375.19 "
,TOTAL,,421,"$221,596.71 ","$175,315.13 "
31615,SG,,22,"$4,299.14 ","$3,417.37 "
,OTHER,,"8,561","$1,241,026.23 ","$974,019.60 "
,TOTAL,,"8,583","$1,245,325.37 ","$977,436.97 "
31622,SG,,"1,093","$305,440.27 ","$240,296.90 "
,80'S,,6,$129.60 ,$103.69 
,OTHER,,"100,195","$13,080,041.42 ","$10,367,869.94 "
,TOTAL,,"101,294","$13,385,611.29 ","$10,608,270.53 "
31623,SG,,435,"$144,556.13 ","$114,201.34 "
,OTHER,,"35,932","$2,420,360.17 ","$1,917,943.07 "
,TOTAL,,"36,367","$2,564,916.30 ","$2,032,144.41 "
31624,SG,,364,"$120,274.02 ","$95,528.33 "
,OTHER,,"57,725","$5,364,564.48 ","$4,251,166.19 "
,TOTAL,,"58,089","$5,484,838.50 ","$4,346,694.52 "
31625,SG,,546,"$229,081.36 ","$180,816.82 "
,OTHER,,"41,684","$7,087,870.62 ","$5,618,242.44 "
,TOTAL,,"42,230","$7,316,951.98 ","$5,799,059.26 "
31628,SG,,570,"$236,114.11 ","$185,788.55 "
,OTHER,,"50,262","$9,674,657.10 ","$7,665,059.63 "
,TOTAL,,"50,832","$9,910,771.21 ","$7,850,848.18 "
31629,SG,,151,"$61,072.37 ","$48,271.16 "
,OTHER,,"10,975","$1,953,743.54 ","$1,546,124.07 "
,TOTAL,,"11,126","$2,014,815.91 ","$1,594,395.23 "
31630,OTHER,,976,"$182,740.63 ","$144,139.27 "
,TOTAL,,976,"$182,740.63 ","$144,139.27 "
31631,SG,,1,$459.71 ,$367.77 
,OTHER,,"1,258","$271,292.48 ","$214,788.94 "
,TOTAL,,"1,259","$271,752.19 ","$215,156.71 "
31632,OTHER,,"2,069","$115,772.04 ","$91,687.83 "
,TOTAL,,"2,069","$115,772.04 ","$91,687.83 "
31633,OTHER,,510,"$35,714.94 ","$28,385.90 "
