,TOTAL,,510,"$35,714.94 ","$28,385.90 "
31635,SG,,5,"$1,563.78 ","$1,251.02 "
,OTHER,,"1,978","$377,026.89 ","$299,063.12 "
,TOTAL,,"1,983","$378,590.67 ","$300,314.14 "
31640,SG,,3,"$1,325.90 ","$1,060.71 "
,OTHER,,448,"$125,852.99 ","$99,038.46 "
,TOTAL,,451,"$127,178.89 ","$100,099.17 "
31641,SG,,10,"$4,411.78 ","$3,529.43 "
,OTHER,,"3,008","$809,962.48 ","$640,843.06 "
,TOTAL,,"3,018","$814,374.26 ","$644,372.49 "
31643,SG,,12,"$5,178.28 ","$3,990.86 "
,OTHER,,"1,537","$273,272.67 ","$215,867.49 "
,TOTAL,,"1,549","$278,450.95 ","$219,858.35 "
31645,SG,,4,$824.88 ,$659.91 
,OTHER,,"27,031","$4,308,028.06 ","$3,423,585.55 "
,TOTAL,,"27,035","$4,308,852.94 ","$3,424,245.46 "
31646,OTHER,,"5,087","$717,358.40 ","$571,318.33 "
,TOTAL,,"5,087","$717,358.40 ","$571,318.33 "
31656,OTHER,,54,"$4,816.02 ","$3,793.78 "
,TOTAL,,54,"$4,816.02 ","$3,793.78 "
31700,OTHER,,22,"$1,631.50 ","$1,305.22 "
,TOTAL,,22,"$1,631.50 ","$1,305.22 "
31708,OTHER,,4,$339.46 ,$271.57 
,TOTAL,,4,$339.46 ,$271.57 
31710,OTHER,,75,"$2,424.18 ","$1,939.34 "
,TOTAL,,75,"$2,424.18 ","$1,939.34 "
31715,OTHER,,2,$95.60 ,$76.48 
,TOTAL,,2,$95.60 ,$76.48 
31717,OTHER,,82,"$8,414.31 ","$6,731.60 "
,TOTAL,,82,"$8,414.31 ","$6,731.60 "
31720,OTHER,,351,"$20,683.53 ","$16,337.34 "
,TOTAL,,351,"$20,683.53 ","$16,337.34 "
31725,OTHER,,360,"$39,737.85 ","$31,749.25 "
,TOTAL,,360,"$39,737.85 ","$31,749.25 "
31730,SG,,16,"$5,226.08 ","$4,180.87 "
,OTHER,,679,"$98,115.17 ","$77,628.19 "
,TOTAL,,695,"$103,341.25 ","$81,809.06 "
31750,SG,,2,"$1,137.41 ",$909.93 
,80'S,,10,"$1,290.52 ","$1,032.40 "
,OTHER,,150,"$113,050.31 ","$89,016.60 "
,TOTAL,,162,"$115,478.24 ","$90,958.93 "
31755,SG,,7,"$2,619.41 ","$2,015.53 "
,80'S,,2,$376.76 ,$291.17 
,OTHER,,47,"$50,169.56 ","$39,488.78 "
,TOTAL,,56,"$53,165.73 ","$41,795.48 "
31760,80'S,,3,$542.85 ,$434.28 
,OTHER,,25,"$20,807.80 ","$16,646.25 "
,TOTAL,,28,"$21,350.65 ","$17,080.53 "
31766,OTHER,,1,$861.99 ,$689.59 
,TOTAL,,1,$861.99 ,$689.59 
31770,80'S,,4,$466.99 ,$373.60 
,OTHER,,20,"$22,209.29 ","$17,767.43 "
,TOTAL,,24,"$22,676.28 ","$18,141.03 "
31775,OTHER,,7,"$9,846.94 ","$7,877.54 "
,TOTAL,,7,"$9,846.94 ","$7,877.54 "
31780,80'S,,7,"$1,146.44 ",$837.15 
,OTHER,,112,"$116,546.95 ","$92,327.60 "
,TOTAL,,119,"$117,693.39 ","$93,164.75 "
31781,80'S,,2,$476.80 ,$381.44 
,OTHER,,16,"$21,337.45 ","$17,062.89 "
,TOTAL,,18,"$21,814.25 ","$17,444.33 "
31785,80'S,,7,"$1,045.24 ",$836.18 
,OTHER,,99,"$83,818.32 ","$66,482.52 "
,TOTAL,,106,"$84,863.56 ","$67,318.70 "
31786,80'S,,5,"$1,251.61 ","$1,001.29 "
,OTHER,,31,"$36,519.55 ","$29,215.64 "
,TOTAL,,36,"$37,771.16 ","$30,216.93 "
31800,80'S,,4,$153.70 ,$122.95 
,OTHER,,77,"$31,494.65 ","$24,652.29 "
,TOTAL,,81,"$31,648.35 ","$24,775.24 "
31805,80'S,,5,$478.62 ,$382.89 
,OTHER,,28,"$14,250.26 ","$11,400.20 "
,TOTAL,,33,"$14,728.88 ","$11,783.09 "
31820,SG,,17,"$5,550.33 ","$4,360.27 "
,80'S,,2,$60.04 ,$48.03 
,OTHER,,271,"$90,016.84 ","$71,187.62 "
,TOTAL,,290,"$95,627.21 ","$75,595.92 "
31825,SG,,20,"$8,951.28 ","$7,161.04 "
,80'S,,1,$81.80 ,$65.44 
,OTHER,,271,"$141,999.90 ","$112,179.96 "
,TOTAL,,292,"$151,032.98 ","$119,406.44 "
31830,SG,,9,"$3,502.67 ","$2,452.55 "
,OTHER,,157,"$52,912.89 ","$41,886.54 "
,TOTAL,,166,"$56,415.56 ","$44,339.09 "
31899,80'S,,1,$12.12 ,$9.70 
,OTHER,,468,"$74,522.61 ","$59,071.37 "
,TOTAL,,469,"$74,534.73 ","$59,081.07 "
32000,SG,,353,"$111,377.09 ","$88,222.51 "
,80'S,,2,$28.22 ,$22.58 
,OTHER,,"155,796","$13,085,001.84 ","$10,370,924.33 "
,TOTAL,,"156,151","$13,196,407.15 ","$10,459,169.42 "
32002,OTHER,,"56,254","$6,724,715.70 ","$5,345,294.04 "
,TOTAL,,"56,254","$6,724,715.70 ","$5,345,294.04 "
32005,80'S,,1,$9.99 ,$7.99 
,OTHER,,"8,716","$942,998.42 ","$750,268.30 "
,TOTAL,,"8,717","$943,008.41 ","$750,276.29 "
32020,80'S,,1,$39.16 ,$31.33 
,OTHER,,"65,086","$14,058,009.34 ","$11,165,175.32 "
,TOTAL,,"65,087","$14,058,048.50 ","$11,165,206.65 "
32035,80'S,,21,"$1,666.59 ","$1,326.32 "
,OTHER,,220,"$102,535.79 ","$81,233.14 "
,TOTAL,,241,"$104,202.38 ","$82,559.46 "
32036,80'S,,36,"$3,223.94 ","$2,579.15 "
,OTHER,,305,"$164,277.33 ","$130,605.25 "
,TOTAL,,341,"$167,501.27 ","$133,184.40 "
32095,80'S,,248,"$17,518.98 ","$14,015.19 "
,OTHER,,"2,482","$1,057,150.69 ","$839,521.43 "
,TOTAL,,"2,730","$1,074,669.67 ","$853,536.62 "
32100,80'S,,597,"$79,605.02 ","$63,446.28 "
,OTHER,,"3,827","$2,853,472.17 ","$2,265,005.54 "
,TOTAL,,"4,424","$2,933,077.19 ","$2,328,451.82 "
32110,80'S,,98,"$18,516.36 ","$14,733.13 "
,OTHER,,607,"$655,307.75 ","$521,695.25 "
,TOTAL,,705,"$673,824.11 ","$536,428.38 "
32120,80'S,,97,"$9,871.99 ","$7,897.55 "
,OTHER,,990,"$515,495.44 ","$410,030.12 "
,TOTAL,,"1,087","$525,367.43 ","$417,927.67 "
32124,80'S,,259,"$20,367.97 ","$16,151.94 "
,OTHER,,"1,204","$536,598.09 ","$427,484.82 "
,TOTAL,,"1,463","$556,966.06 ","$443,636.76 "
32140,80'S,,26,"$3,285.41 ","$2,628.30 "
,OTHER,,127,"$81,996.43 ","$65,487.77 "
,TOTAL,,153,"$85,281.84 ","$68,116.07 "
32141,80'S,,123,"$13,793.82 ","$10,712.12 "
,OTHER,,755,"$471,262.94 ","$374,754.83 "
,TOTAL,,878,"$485,056.76 ","$385,466.95 "
32150,80'S,,54,"$5,673.96 ","$4,539.17 "
,OTHER,,289,"$193,783.71 ","$154,323.00 "
,TOTAL,,343,"$199,457.67 ","$158,862.17 "
32151,80'S,,8,$969.45 ,$775.56 
,OTHER,,33,"$22,695.50 ","$18,136.45 "
,TOTAL,,41,"$23,664.95 ","$18,912.01 "
32160,80'S,,48,"$2,842.22 ","$2,273.78 "
,OTHER,,401,"$154,434.18 ","$121,764.46 "
,TOTAL,,449,"$157,276.40 ","$124,038.24 "
32200,80'S,,30,"$3,565.47 ","$2,842.15 "
,OTHER,,105,"$68,045.57 ","$54,368.27 "
,TOTAL,,135,"$71,611.04 ","$57,210.42 "
32201,80'S,,2,$34.10 ,$27.28 
,OTHER,,566,"$113,098.76 ","$89,833.75 "
,TOTAL,,568,"$113,132.86 ","$89,861.03 "
32215,80'S,,52,"$4,304.66 ","$3,438.73 "
,OTHER,,376,"$178,336.37 ","$140,881.76 "
,TOTAL,,428,"$182,641.03 ","$144,320.49 "
32220,80'S,,460,"$107,185.22 ","$85,503.43 "
,OTHER,,"3,379","$4,237,971.34 ","$3,358,994.46 "
,TOTAL,,"3,839","$4,345,156.56 ","$3,444,497.89 "
32225,80'S,,137,"$15,447.50 ","$12,231.36 "
,OTHER,,"1,012","$653,094.30 ","$517,900.56 "
,TOTAL,,"1,149","$668,541.80 ","$530,131.92 "
32310,80'S,,114,"$9,651.42 ","$7,721.11 "
,OTHER,,392,"$200,910.56 ","$160,560.17 "
,TOTAL,,506,"$210,561.98 ","$168,281.28 "
32320,80'S,,247,"$56,936.46 ","$45,250.18 "
,OTHER,,"1,440","$1,830,608.88 ","$1,455,890.78 "
,TOTAL,,"1,687","$1,887,545.34 ","$1,501,140.96 "
32400,SG,,3,$965.35 ,$772.28 
,80'S,,1,$16.01 ,$12.81 
,OTHER,,"2,042","$175,538.04 ","$139,112.67 "
,TOTAL,,"2,046","$176,519.40 ","$139,897.76 "
32402,80'S,,56,"$3,012.39 ","$2,403.31 "
,OTHER,,380,"$125,158.58 ","$99,256.50 "
,TOTAL,,436,"$128,170.97 ","$101,659.81 "
32405,SG,,58,"$18,728.90 ","$14,762.20 "
,OTHER,,"56,921","$5,704,450.57 ","$4,518,411.02 "
,TOTAL,,"56,979","$5,723,179.47 ","$4,533,173.22 "
32420,OTHER,,278,"$30,289.21 ","$24,186.06 "
,TOTAL,,278,"$30,289.21 ","$24,186.06 "
32440,80'S,,333,"$80,428.08 ","$63,932.77 "
,OTHER,,"1,435","$1,855,247.98 ","$1,468,043.18 "
,TOTAL,,"1,768","$1,935,676.06 ","$1,531,975.95 "
32442,80'S,,3,$838.13 ,$670.50 
,OTHER,,16,"$24,806.28 ","$19,845.03 "
,TOTAL,,19,"$25,644.41 ","$20,515.53 "
32445,80'S,,12,"$3,179.23 ","$2,543.39 "
,OTHER,,106,"$168,487.70 ","$134,710.11 "
,TOTAL,,118,"$171,666.93 ","$137,253.50 "
32480,80'S,,"3,929","$889,293.57 ","$705,298.39 "
,OTHER,,"18,231","$22,516,914.32 ","$17,873,565.59 "
,TOTAL,,"22,160","$23,406,207.89 ","$18,578,863.98 "
32482,80'S,,371,"$88,273.66 ","$70,212.71 "
,OTHER,,"1,524","$1,974,367.81 ","$1,562,324.32 "
,TOTAL,,"1,895","$2,062,641.47 ","$1,632,537.03 "
32484,80'S,,289,"$56,868.47 ","$45,408.39 "
,OTHER,,"1,464","$1,611,580.51 ","$1,281,751.86 "
,TOTAL,,"1,753","$1,668,448.98 ","$1,327,160.25 "
32486,80'S,,30,"$6,942.83 ","$5,545.07 "
,OTHER,,134,"$181,934.33 ","$145,547.52 "
,TOTAL,,164,"$188,877.16 ","$151,092.59 "
32488,80'S,,45,"$11,514.28 ","$8,956.33 "
,OTHER,,203,"$286,900.29 ","$229,520.18 "
,TOTAL,,248,"$298,414.57 ","$238,476.51 "
32491,80'S,,37,"$10,622.07 ","$8,479.50 "
,OTHER,,179,"$288,213.88 ","$228,267.26 "
,TOTAL,,216,"$298,835.95 ","$236,746.76 "
32500,80'S,,"1,720","$318,224.11 ","$252,631.64 "
,OTHER,,"10,010","$10,367,895.24 ","$8,214,951.58 "
,TOTAL,,"11,730","$10,686,119.35 ","$8,467,583.22 "
32501,80'S,,39,"$1,579.74 ","$1,263.80 "
,OTHER,,223,"$50,480.26 ","$40,243.43 "
,TOTAL,,262,"$52,060.00 ","$41,507.23 "
32520,80'S,,81,"$15,411.46 ","$12,329.21 "
,OTHER,,404,"$428,298.81 ","$339,626.45 "
,TOTAL,,485,"$443,710.27 ","$351,955.66 "
32522,80'S,,32,"$7,775.70 ","$6,220.55 "
,OTHER,,109,"$146,618.53 ","$117,015.28 "
,TOTAL,,141,"$154,394.23 ","$123,235.83 "
32525,80'S,,35,"$8,979.72 ","$7,183.77 "
,OTHER,,176,"$249,273.84 ","$199,410.21 "
,TOTAL,,211,"$258,253.56 ","$206,593.98 "
32540,80'S,,27,"$3,159.33 ","$2,449.14 "
,OTHER,,178,"$123,563.90 ","$98,141.95 "
,TOTAL,,205,"$126,723.23 ","$100,591.09 "
32601,80'S,,59,"$1,889.75 ","$1,467.59 "
,OTHER,,"1,878","$385,394.37 ","$305,881.23 "
,TOTAL,,"1,937","$387,284.12 ","$307,348.82 "
32602,80'S,,100,"$5,082.31 ","$4,052.24 "
,OTHER,,"3,918","$1,203,759.49 ","$953,020.12 "
,TOTAL,,"4,018","$1,208,841.80 ","$957,072.36 "
32603,OTHER,,31,"$8,227.37 ","$6,581.87 "
,TOTAL,,31,"$8,227.37 ","$6,581.87 "
32604,80'S,,1,$43.01 ,$34.41 
,OTHER,,31,"$12,010.88 ","$9,538.90 "
,TOTAL,,32,"$12,053.89 ","$9,573.31 "
32605,80'S,,1,$69.80 ,$55.84 
,OTHER,,28,"$7,688.04 ","$6,085.87 "
,TOTAL,,29,"$7,757.84 ","$6,141.71 "
32606,80'S,,13,$861.16 ,$683.85 
,OTHER,,243,"$107,176.11 ","$84,596.49 "
,TOTAL,,256,"$108,037.27 ","$85,280.34 "
32650,80'S,,676,"$63,551.85 ","$50,652.56 "
,OTHER,,"7,581","$4,452,533.26 ","$3,546,320.01 "
,TOTAL,,"8,257","$4,516,085.11 ","$3,596,972.57 "
32651,80'S,,148,"$16,622.62 ","$13,107.02 "
,OTHER,,"1,232","$873,212.95 ","$695,269.59 "
,TOTAL,,"1,380","$889,835.57 ","$708,376.61 "
32652,80'S,,182,"$32,471.08 ","$25,976.92 "
,OTHER,,"1,119","$1,197,187.57 ","$948,138.29 "
,TOTAL,,"1,301","$1,229,658.65 ","$974,115.21 "
32653,80'S,,78,"$7,571.56 ","$6,057.24 "
,OTHER,,636,"$415,756.79 ","$329,899.52 "
,TOTAL,,714,"$423,328.35 ","$335,956.76 "
32654,80'S,,12,"$1,443.55 ","$1,154.83 "
,OTHER,,100,"$69,372.28 ","$55,401.02 "
,TOTAL,,112,"$70,815.83 ","$56,555.85 "
32655,80'S,,78,"$9,180.89 ","$7,205.77 "
,OTHER,,634,"$431,835.60 ","$342,089.52 "
,TOTAL,,712,"$441,016.49 ","$349,295.29 "
32656,80'S,,145,"$16,141.67 ","$12,801.01 "
,OTHER,,537,"$370,152.80 ","$295,426.44 "
,TOTAL,,682,"$386,294.47 ","$308,227.45 "
32657,80'S,,992,"$125,607.31 ","$99,634.52 "
,OTHER,,"7,201","$5,371,349.02 ","$4,260,586.15 "
,TOTAL,,"8,193","$5,496,956.33 ","$4,360,220.67 "
32658,80'S,,4,$433.93 ,$347.15 
,OTHER,,38,"$22,505.50 ","$18,004.37 "
,TOTAL,,42,"$22,939.43 ","$18,351.52 "
32659,80'S,,57,"$6,386.27 ","$5,096.59 "
,OTHER,,449,"$289,180.89 ","$227,901.77 "
,TOTAL,,506,"$295,567.16 ","$232,998.36 "
32660,OTHER,,13,"$11,187.88 ","$8,950.30 "
,TOTAL,,13,"$11,187.88 ","$8,950.30 "
32661,80'S,,4,$513.53 ,$410.82 
,OTHER,,34,"$23,065.52 ","$18,452.44 "
,TOTAL,,38,"$23,579.05 ","$18,863.26 "
32662,80'S,,97,"$11,782.72 ","$9,421.04 "
,OTHER,,285,"$248,035.61 ","$196,499.18 "
,TOTAL,,382,"$259,818.33 ","$205,920.22 "
32663,80'S,,474,"$94,816.48 ","$75,432.33 "
,OTHER,,"1,363","$1,567,429.37 ","$1,247,337.03 "
,TOTAL,,"1,837","$1,662,245.85 ","$1,322,769.36 "
32664,80'S,,6,$696.70 ,$557.36 
,OTHER,,93,"$81,610.46 ","$64,322.50 "
,TOTAL,,99,"$82,307.16 ","$64,879.86 "
32665,80'S,,9,"$1,000.80 ",$800.66 
,OTHER,,37,"$25,616.60 ","$20,445.02 "
,TOTAL,,46,"$26,617.40 ","$21,245.68 "
32800,80'S,,13,"$1,646.13 ","$1,316.89 "
,OTHER,,57,"$36,433.16 ","$29,058.81 "
,TOTAL,,70,"$38,079.29 ","$30,375.70 "
32810,80'S,,5,$680.02 ,$544.01 
,OTHER,,60,"$41,645.10 ","$33,316.11 "
,TOTAL,,65,"$42,325.12 ","$33,860.12 "
32815,80'S,,36,"$7,360.35 ","$5,888.27 "
,OTHER,,191,"$214,092.18 ","$170,448.67 "
,TOTAL,,227,"$221,452.53 ","$176,336.94 "
32820,80'S,,6,"$1,138.15 ",$910.53 
,OTHER,,43,"$44,428.86 ","$35,543.08 "
,TOTAL,,49,"$45,567.01 ","$36,453.61 "
32851,80'S,,42,"$17,657.40 ","$13,805.34 "
,OTHER,,193,"$485,807.37 ","$382,320.32 "
,TOTAL,,235,"$503,464.77 ","$396,125.66 "
32852,80'S,,6,"$2,989.57 ","$2,391.64 "
,OTHER,,18,"$50,332.18 ","$40,265.77 "
,TOTAL,,24,"$53,321.75 ","$42,657.41 "
32853,80'S,,42,"$22,039.83 ","$17,631.88 "
,OTHER,,121,"$400,555.26 ","$318,352.68 "
,TOTAL,,163,"$422,595.09 ","$335,984.56 "
32854,80'S,,27,"$15,537.03 ","$12,429.63 "
,OTHER,,74,"$243,077.89 ","$194,462.29 "
,TOTAL,,101,"$258,614.92 ","$206,891.92 "
32900,80'S,,55,"$7,701.32 ","$6,161.06 "
,OTHER,,262,"$234,584.33 ","$184,753.11 "
,TOTAL,,317,"$242,285.65 ","$190,914.17 "
32905,80'S,,12,"$1,816.58 ","$1,453.25 "
,OTHER,,67,"$61,224.97 ","$48,980.05 "
,TOTAL,,79,"$63,041.55 ","$50,433.30 "
32906,80'S,,7,"$1,761.84 ","$1,409.47 "
,OTHER,,51,"$65,367.38 ","$52,293.96 "
,TOTAL,,58,"$67,129.22 ","$53,703.43 "
32940,80'S,,7,$885.59 ,$708.48 
,OTHER,,77,"$51,779.06 ","$41,423.20 "
,TOTAL,,84,"$52,664.65 ","$42,131.68 "
32960,OTHER,,57,"$5,023.77 ","$4,004.15 "
,TOTAL,,57,"$5,023.77 ","$4,004.15 "
32997,OTHER,,75,"$21,115.58 ","$16,865.09 "
,TOTAL,,75,"$21,115.58 ","$16,865.09 "
32999,80'S,,32,"$5,800.14 ","$4,640.13 "
,OTHER,,834,"$322,016.15 ","$256,231.13 "
,TOTAL,,866,"$327,816.29 ","$260,871.26 "
,,,,,
