,,,Medicare Part B Physician/Supplier BESS Data,,
,,,For Calendar Year 2006,,
,,,Code Ranges 30000 - 32999,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
31625,SG,,496,"$197,820.19 ","$156,402.51 "
,80'S,,3,$63.80 ,$51.04 
,OTHER,,"37,175","$6,162,353.58 ","$4,877,673.39 "
,TOTAL,,"37,674","$6,360,237.57 ","$5,034,126.94 "
31628,SG,,500,"$199,594.48 ","$157,506.77 "
,OTHER,,"47,156","$8,961,784.86 ","$7,072,486.85 "
,TOTAL,,"47,656","$9,161,379.34 ","$7,229,993.62 "
31629,SG,,124,"$48,182.56 ","$38,263.39 "
,OTHER,,"12,561","$2,674,549.27 ","$2,118,086.18 "
,TOTAL,,"12,685","$2,722,731.83 ","$2,156,349.57 "
31630,SG,,5,"$1,962.00 ","$1,569.59 "
,OTHER,,"1,245","$219,842.19 ","$172,259.07 "
,TOTAL,,"1,250","$221,804.19 ","$173,828.66 "
31631,SG,,4,"$1,299.38 ",$940.31 
,80'S,,1,$40.26 ,$32.21 
,OTHER,,815,"$175,652.37 ","$139,204.84 "
,TOTAL,,820,"$176,992.01 ","$140,177.36 "
31632,OTHER,,"3,133","$177,955.67 ","$141,332.30 "
,TOTAL,,"3,133","$177,955.67 ","$141,332.30 "
31633,OTHER,,"1,280","$90,445.72 ","$71,980.08 "
,TOTAL,,"1,280","$90,445.72 ","$71,980.08 "
31635,SG,,10,"$4,036.58 ","$3,229.26 "
,OTHER,,"2,052","$379,810.41 ","$301,323.58 "
,TOTAL,,"2,062","$383,846.99 ","$304,552.84 "
31636,OTHER,,590,"$111,294.53 ","$87,708.78 "
,TOTAL,,590,"$111,294.53 ","$87,708.78 "
31637,OTHER,,80,"$7,103.08 ","$5,636.93 "
,TOTAL,,80,"$7,103.08 ","$5,636.93 "
31638,SG,,1,$432.68 ,$346.14 
,OTHER,,202,"$48,501.76 ","$38,240.37 "
,TOTAL,,203,"$48,934.44 ","$38,586.51 "
31640,SG,,5,"$1,536.33 ","$1,229.06 "
,OTHER,,555,"$152,963.80 ","$121,093.50 "
,TOTAL,,560,"$154,500.13 ","$122,322.56 "
31641,SG,,8,"$3,021.15 ","$2,416.91 "
,OTHER,,"3,229","$852,491.38 ","$670,382.29 "
,TOTAL,,"3,237","$855,512.53 ","$672,799.20 "
31643,SG,,7,"$3,000.48 ","$2,400.37 "
,OTHER,,"1,312","$226,574.50 ","$179,134.81 "
,TOTAL,,"1,319","$229,574.98 ","$181,535.18 "
31645,SG,,11,"$2,773.72 ","$2,218.98 "
,OTHER,,"28,313","$4,439,850.71 ","$3,528,703.24 "
,TOTAL,,"28,324","$4,442,624.43 ","$3,530,922.22 "
31646,SG,,1,$161.98 ,$129.58 
,OTHER,,"4,838","$662,807.87 ","$527,164.57 "
,TOTAL,,"4,839","$662,969.85 ","$527,294.15 "
31656,OTHER,,70,"$5,846.18 ","$4,677.07 "
,TOTAL,,70,"$5,846.18 ","$4,677.07 "
31700,OTHER,,17,"$1,434.79 ","$1,147.84 "
,TOTAL,,17,"$1,434.79 ","$1,147.84 "
31708,OTHER,,4,$187.51 ,$150.00 
,TOTAL,,4,$187.51 ,$150.00 
31710,OTHER,,18,$709.16 ,$567.33 
,TOTAL,,18,$709.16 ,$567.33 
31715,OTHER,,9,$251.28 ,$201.06 
,TOTAL,,9,$251.28 ,$201.06 
31717,OTHER,,90,"$8,095.69 ","$6,325.62 "
,TOTAL,,90,"$8,095.69 ","$6,325.62 "
31720,OTHER,,522,"$28,914.91 ","$23,015.72 "
,TOTAL,,522,"$28,914.91 ","$23,015.72 "
31725,OTHER,,296,"$28,939.68 ","$22,912.52 "
,TOTAL,,296,"$28,939.68 ","$22,912.52 "
31730,SG,,1,$325.37 ,$260.30 
,OTHER,,774,"$109,792.54 ","$86,967.88 "
,TOTAL,,775,"$110,117.91 ","$87,228.18 "
31750,SG,,3,"$2,115.11 ","$1,692.10 "
,80'S,,20,"$4,128.81 ","$3,303.01 "
,OTHER,,157,"$175,512.92 ","$139,360.50 "
,TOTAL,,180,"$181,756.84 ","$144,355.61 "
31755,SG,,6,"$2,609.81 ","$2,087.85 "
,80'S,,2,$259.90 ,$207.92 
,OTHER,,30,"$43,804.44 ","$35,043.52 "
,TOTAL,,38,"$46,674.15 ","$37,339.29 "
31760,80'S,,8,"$1,788.19 ","$1,412.43 "
,OTHER,,24,"$27,457.35 ","$21,965.92 "
,TOTAL,,32,"$29,245.54 ","$23,378.35 "
31766,OTHER,,1,"$1,600.00 ","$1,280.00 "
,TOTAL,,1,"$1,600.00 ","$1,280.00 "
31770,80'S,,9,"$1,113.87 ",$891.09 
,OTHER,,38,"$30,890.79 ","$24,712.63 "
,TOTAL,,47,"$32,004.66 ","$25,603.72 "
31775,OTHER,,9,"$13,279.01 ","$10,610.65 "
,TOTAL,,9,"$13,279.01 ","$10,610.65 "
31780,80'S,,10,"$1,695.57 ","$1,356.44 "
,OTHER,,122,"$126,892.84 ","$100,066.90 "
,TOTAL,,132,"$128,588.41 ","$101,423.34 "
31781,80'S,,4,$915.69 ,$732.55 
,OTHER,,14,"$20,458.39 ","$15,442.69 "
,TOTAL,,18,"$21,374.08 ","$16,175.24 "
31785,80'S,,7,$683.16 ,$546.53 
,OTHER,,96,"$85,771.31 ","$67,553.10 "
,TOTAL,,103,"$86,454.47 ","$68,099.63 "
31786,80'S,,1,$236.73 ,$189.38 
,OTHER,,11,"$13,055.78 ","$10,444.62 "
,TOTAL,,12,"$13,292.51 ","$10,634.00 "
31800,80'S,,3,$216.00 ,$172.79 
,OTHER,,59,"$32,807.93 ","$26,246.35 "
,TOTAL,,62,"$33,023.93 ","$26,419.14 "
31805,80'S,,5,$356.22 ,$284.98 
,OTHER,,21,"$11,175.97 ","$8,869.72 "
,TOTAL,,26,"$11,532.19 ","$9,154.70 "
31820,SG,,27,"$8,342.80 ","$6,674.25 "
,80'S,,1,$28.94 ,$23.15 
,OTHER,,313,"$95,061.95 ","$75,084.18 "
,TOTAL,,341,"$103,433.69 ","$81,781.58 "
31825,SG,,15,"$6,615.96 ","$5,292.75 "
,80'S,,1,$71.72 ,$57.38 
,OTHER,,276,"$119,500.80 ","$93,885.40 "
,TOTAL,,292,"$126,188.48 ","$99,235.53 "
31830,SG,,6,"$2,198.85 ","$1,759.08 "
,OTHER,,159,"$48,773.80 ","$38,441.50 "
,TOTAL,,165,"$50,972.65 ","$40,200.58 "
31899,80'S,,6,$556.23 ,$444.99 
,OTHER,,352,"$55,795.68 ","$44,341.50 "
,TOTAL,,358,"$56,351.91 ","$44,786.49 "
32000,SG,,306,"$96,014.45 ","$76,436.52 "
,80'S,,2,$28.08 ,$22.46 
,OTHER,,"133,617","$11,227,906.27 ","$8,890,705.17 "
,TOTAL,,"133,925","$11,323,948.80 ","$8,967,164.15 "
32002,OTHER,,"79,675","$10,320,246.45 ","$8,198,941.98 "
,TOTAL,,"79,675","$10,320,246.45 ","$8,198,941.98 "
32005,OTHER,,"7,028","$765,104.37 ","$609,315.29 "
,TOTAL,,"7,028","$765,104.37 ","$609,315.29 "
32019,OTHER,,"2,901","$708,865.84 ","$564,467.53 "
,TOTAL,,"2,901","$708,865.84 ","$564,467.53 "
32020,80'S,,4,$156.64 ,$125.32 
,OTHER,,"67,430","$14,474,650.47 ","$11,498,455.46 "
,TOTAL,,"67,434","$14,474,807.11 ","$11,498,580.78 "
32035,80'S,,17,"$1,408.17 ","$1,126.53 "
,OTHER,,185,"$85,395.37 ","$67,792.05 "
,TOTAL,,202,"$86,803.54 ","$68,918.58 "
32036,80'S,,29,"$2,913.44 ","$2,323.40 "
,OTHER,,264,"$146,799.56 ","$116,802.10 "
,TOTAL,,293,"$149,713.00 ","$119,125.50 "
32095,80'S,,197,"$14,575.20 ","$11,499.79 "
,OTHER,,"2,248","$937,084.98 ","$744,364.90 "
,TOTAL,,"2,445","$951,660.18 ","$755,864.69 "
32100,80'S,,454,"$64,687.08 ","$51,051.55 "
,OTHER,,"3,251","$2,503,043.91 ","$1,986,465.23 "
,TOTAL,,"3,705","$2,567,730.99 ","$2,037,516.78 "
32110,80'S,,67,"$12,067.90 ","$9,654.31 "
,OTHER,,576,"$620,889.90 ","$494,241.59 "
,TOTAL,,643,"$632,957.80 ","$503,895.90 "
32120,80'S,,99,"$9,962.43 ","$7,969.96 "
,OTHER,,"1,039","$522,705.94 ","$416,266.07 "
,TOTAL,,"1,138","$532,668.37 ","$424,236.03 "
32124,80'S,,355,"$27,474.35 ","$21,928.15 "
,OTHER,,"1,524","$695,467.95 ","$552,747.43 "
,TOTAL,,"1,879","$722,942.30 ","$574,675.58 "
32140,80'S,,21,"$2,337.09 ","$1,869.65 "
,OTHER,,111,"$72,374.78 ","$57,238.45 "
,TOTAL,,132,"$74,711.87 ","$59,108.10 "
32141,80'S,,75,"$8,205.80 ","$6,465.41 "
,OTHER,,707,"$435,244.69 ","$346,159.59 "
,TOTAL,,782,"$443,450.49 ","$352,625.00 "
32150,80'S,,40,"$4,416.85 ","$3,533.51 "
,OTHER,,262,"$167,159.22 ","$133,239.26 "
,TOTAL,,302,"$171,576.07 ","$136,772.77 "
32151,80'S,,7,$652.84 ,$522.25 
,OTHER,,47,"$25,925.59 ","$20,632.47 "
,TOTAL,,54,"$26,578.43 ","$21,154.72 "
32160,80'S,,36,"$2,336.51 ","$1,869.20 "
,OTHER,,323,"$130,874.25 ","$104,349.13 "
,TOTAL,,359,"$133,210.76 ","$106,218.33 "
32200,80'S,,11,"$1,250.60 ","$1,000.49 "
,OTHER,,104,"$61,844.85 ","$49,475.92 "
,TOTAL,,115,"$63,095.45 ","$50,476.41 "
32201,80'S,,1,$16.87 ,$13.50 
,OTHER,,540,"$108,702.05 ","$86,557.44 "
,TOTAL,,541,"$108,718.92 ","$86,570.94 "
32215,80'S,,21,"$1,731.62 ","$1,385.29 "
,OTHER,,268,"$126,293.95 ","$101,035.08 "
,TOTAL,,289,"$128,025.57 ","$102,420.37 "
32220,80'S,,413,"$97,573.39 ","$77,543.59 "
,OTHER,,"3,652","$4,618,213.01 ","$3,677,738.81 "
,TOTAL,,"4,065","$4,715,786.40 ","$3,755,282.40 "
32225,80'S,,112,"$12,993.13 ","$10,248.73 "
,OTHER,,"1,153","$730,807.73 ","$582,105.00 "
,TOTAL,,"1,265","$743,800.86 ","$592,353.73 "
32310,80'S,,81,"$7,675.43 ","$6,140.34 "
,OTHER,,372,"$197,559.15 ","$157,418.89 "
,TOTAL,,453,"$205,234.58 ","$163,559.23 "
32320,80'S,,210,"$48,321.06 ","$38,428.37 "
,OTHER,,"1,269","$1,630,818.14 ","$1,297,583.24 "
,TOTAL,,"1,479","$1,679,139.20 ","$1,336,011.61 "
32400,SG,,3,$965.35 ,$772.28 
,80'S,,4,$32.32 ,$25.84 
,OTHER,,"1,685","$149,986.09 ","$119,148.81 "
,TOTAL,,"1,692","$150,983.76 ","$119,946.93 "
32402,80'S,,39,"$2,030.26 ","$1,624.20 "
,OTHER,,339,"$106,409.58 ","$84,478.00 "
,TOTAL,,378,"$108,439.84 ","$86,102.20 "
32405,SG,,72,"$22,683.79 ","$18,146.77 "
,80'S,,1,$7.52 ,$6.02 
,OTHER,,"57,158","$5,728,954.83 ","$4,530,110.69 "
,TOTAL,,"57,231","$5,751,646.14 ","$4,548,263.48 "
32420,SG,,2,$521.49 ,$227.64 
,OTHER,,275,"$28,931.92 ","$22,912.70 "
,TOTAL,,277,"$29,453.41 ","$23,140.34 "
32440,80'S,,287,"$70,399.14 ","$56,319.35 "
,OTHER,,"1,316","$1,731,198.42 ","$1,377,695.33 "
,TOTAL,,"1,603","$1,801,597.56 ","$1,434,014.68 "
32442,80'S,,1,$235.33 ,$188.26 
,OTHER,,5,"$8,747.06 ","$6,997.65 "
,TOTAL,,6,"$8,982.39 ","$7,185.91 "
32445,80'S,,21,"$5,581.11 ","$4,464.88 "
,OTHER,,106,"$164,027.81 ","$131,222.26 "
,TOTAL,,127,"$169,608.92 ","$135,687.14 "
32480,80'S,,"3,462","$807,377.78 ","$640,773.73 "
,OTHER,,"18,175","$22,757,428.97 ","$18,083,145.93 "
,TOTAL,,"21,637","$23,564,806.75 ","$18,723,919.66 "
32482,80'S,,293,"$71,551.13 ","$56,749.89 "
,OTHER,,"1,384","$1,807,898.49 ","$1,435,761.75 "
,TOTAL,,"1,677","$1,879,449.62 ","$1,492,511.64 "
32484,80'S,,248,"$48,832.42 ","$39,041.51 "
,OTHER,,"1,520","$1,645,665.16 ","$1,312,028.36 "
,TOTAL,,"1,768","$1,694,497.58 ","$1,351,069.87 "
32486,80'S,,25,"$6,080.52 ","$4,673.38 "
,OTHER,,160,"$219,911.50 ","$173,727.26 "
,TOTAL,,185,"$225,992.02 ","$178,400.64 "
32488,80'S,,34,"$9,062.67 ","$7,250.09 "
,OTHER,,173,"$246,385.79 ","$197,044.78 "
,TOTAL,,207,"$255,448.46 ","$204,294.87 "
32491,80'S,,19,"$5,748.58 ","$4,598.85 "
,OTHER,,133,"$204,428.90 ","$159,516.53 "
,TOTAL,,152,"$210,177.48 ","$164,115.38 "
32500,80'S,,"1,500","$290,702.35 ","$230,871.70 "
,OTHER,,"9,620","$10,312,326.21 ","$8,182,199.14 "
,TOTAL,,"11,120","$10,603,028.56 ","$8,413,070.84 "
32501,80'S,,39,"$1,611.29 ","$1,289.03 "
,OTHER,,211,"$47,299.28 ","$37,145.37 "
,TOTAL,,250,"$48,910.57 ","$38,434.40 "
32503,80'S,,29,"$8,434.15 ","$6,648.14 "
,OTHER,,172,"$274,932.74 ","$218,139.03 "
,TOTAL,,201,"$283,366.89 ","$224,787.17 "
32504,80'S,,19,"$6,466.56 ","$5,173.25 "
,OTHER,,123,"$223,466.47 ","$178,773.22 "
,TOTAL,,142,"$229,933.03 ","$183,946.47 "
32540,80'S,,32,"$3,406.89 ","$2,649.27 "
,OTHER,,164,"$110,943.39 ","$88,093.44 "
,TOTAL,,196,"$114,350.28 ","$90,742.71 "
32601,80'S,,28,$940.76 ,$752.62 
,OTHER,,"2,249","$465,070.15 ","$370,306.21 "
,TOTAL,,"2,277","$466,010.91 ","$371,058.83 "
32602,80'S,,80,"$4,037.67 ","$3,225.99 "
,OTHER,,"3,725","$1,147,877.54 ","$908,307.43 "
,TOTAL,,"3,805","$1,151,915.21 ","$911,533.42 "
32603,OTHER,,43,"$11,783.63 ","$9,426.86 "
,TOTAL,,43,"$11,783.63 ","$9,426.86 "
32604,OTHER,,48,"$18,185.81 ","$14,548.64 "
,TOTAL,,48,"$18,185.81 ","$14,548.64 "
32605,OTHER,,46,"$15,033.84 ","$12,027.07 "
,TOTAL,,46,"$15,033.84 ","$12,027.07 "
32606,80'S,,7,$498.45 ,$398.75 
,OTHER,,292,"$128,680.94 ","$102,027.21 "
,TOTAL,,299,"$129,179.39 ","$102,425.96 "
32650,80'S,,716,"$67,709.71 ","$53,981.18 "
,OTHER,,"8,270","$4,813,011.58 ","$3,832,405.77 "
,TOTAL,,"8,986","$4,880,721.29 ","$3,886,386.95 "
32651,80'S,,152,"$18,169.37 ","$14,489.71 "
,OTHER,,"1,474","$1,019,145.50 ","$807,289.57 "
,TOTAL,,"1,626","$1,037,314.87 ","$821,779.28 "
32652,80'S,,281,"$50,589.08 ","$40,229.25 "
,OTHER,,"1,612","$1,718,816.07 ","$1,364,103.35 "
,TOTAL,,"1,893","$1,769,405.15 ","$1,404,332.60 "
32653,80'S,,130,"$12,287.17 ","$9,766.95 "
,OTHER,,748,"$481,282.84 ","$384,426.34 "
,TOTAL,,878,"$493,570.01 ","$394,193.29 "
32654,80'S,,10,"$1,009.21 ",$807.35 
,OTHER,,150,"$103,946.20 ","$82,401.14 "
,TOTAL,,160,"$104,955.41 ","$83,208.49 "
32655,80'S,,84,"$9,719.86 ","$7,481.81 "
,OTHER,,712,"$470,864.67 ","$374,315.90 "
,TOTAL,,796,"$480,584.53 ","$381,797.71 "
32656,80'S,,213,"$24,311.62 ","$19,383.21 "
,OTHER,,675,"$460,105.24 ","$367,363.30 "
,TOTAL,,888,"$484,416.86 ","$386,746.51 "
32657,80'S,,"1,052","$130,409.79 ","$103,699.55 "
,OTHER,,"8,654","$6,421,310.15 ","$5,097,789.87 "
,TOTAL,,"9,706","$6,551,719.94 ","$5,201,489.42 "
32658,80'S,,2,$174.55 ,$139.64 
,OTHER,,42,"$23,763.98 ","$19,011.19 "
,TOTAL,,44,"$23,938.53 ","$19,150.83 "
32659,80'S,,70,"$7,303.31 ","$5,842.70 "
,OTHER,,472,"$297,626.22 ","$235,143.59 "
,TOTAL,,542,"$304,929.53 ","$240,986.29 "
32660,80'S,,2,$401.57 ,$321.26 
,OTHER,,17,"$15,841.21 ","$12,672.97 "
,TOTAL,,19,"$16,242.78 ","$12,994.23 "
32661,80'S,,2,$242.67 ,$194.13 
,OTHER,,31,"$17,742.42 ","$13,496.88 "
,TOTAL,,33,"$17,985.09 ","$13,691.01 "
32662,80'S,,59,"$8,993.42 ","$7,194.81 "
,OTHER,,286,"$257,890.64 ","$204,067.62 "
,TOTAL,,345,"$266,884.06 ","$211,262.43 "
32663,80'S,,665,"$130,291.75 ","$103,621.36 "
,OTHER,,"2,266","$2,604,269.95 ","$2,074,600.08 "
,TOTAL,,"2,931","$2,734,561.70 ","$2,178,221.44 "
32664,80'S,,6,$718.68 ,$574.93 
,OTHER,,110,"$77,712.33 ","$59,525.95 "
,TOTAL,,116,"$78,431.01 ","$60,100.88 "
32665,80'S,,13,"$1,608.30 ","$1,286.62 "
,OTHER,,32,"$22,284.13 ","$17,827.30 "
,TOTAL,,45,"$23,892.43 ","$19,113.92 "
32800,80'S,,7,$714.86 ,$500.60 
,OTHER,,80,"$48,750.91 ","$37,786.94 "
,TOTAL,,87,"$49,465.77 ","$38,287.54 "
32810,80'S,,1,$113.64 ,$90.91 
,OTHER,,49,"$34,308.83 ","$27,447.05 "
,TOTAL,,50,"$34,422.47 ","$27,537.96 "
32815,80'S,,22,"$4,321.49 ","$3,457.19 "
,OTHER,,216,"$227,272.75 ","$181,589.41 "
,TOTAL,,238,"$231,594.24 ","$185,046.60 "
32820,80'S,,9,"$1,784.17 ","$1,427.32 "
,OTHER,,51,"$57,400.50 ","$45,832.01 "
,TOTAL,,60,"$59,184.67 ","$47,259.33 "
32851,80'S,,55,"$23,847.18 ","$19,040.25 "
,OTHER,,188,"$472,114.79 ","$377,188.42 "
,TOTAL,,243,"$495,961.97 ","$396,228.67 "
32852,80'S,,8,"$3,991.98 ","$3,193.56 "
,OTHER,,20,"$59,045.01 ","$47,236.03 "
,TOTAL,,28,"$63,036.99 ","$50,429.59 "
32853,80'S,,42,"$21,669.23 ","$17,335.35 "
,OTHER,,127,"$403,153.05 ","$313,268.59 "
,TOTAL,,169,"$424,822.28 ","$330,603.94 "
32854,80'S,,39,"$22,129.11 ","$17,703.26 "
,OTHER,,121,"$366,616.60 ","$291,962.38 "
,TOTAL,,160,"$388,745.71 ","$309,665.64 "
32855,80'S,,35,"$1,314.35 ","$1,051.49 "
,OTHER,,110,"$18,693.87 ","$14,955.03 "
,TOTAL,,145,"$20,008.22 ","$16,006.52 "
32856,80'S,,41,"$1,269.73 ","$1,015.77 "
,OTHER,,130,"$20,881.20 ","$16,674.02 "
,TOTAL,,171,"$22,150.93 ","$17,689.79 "
32900,80'S,,41,"$5,619.63 ","$4,400.63 "
,OTHER,,208,"$190,196.99 ","$151,687.28 "
,TOTAL,,249,"$195,816.62 ","$156,087.91 "
32905,80'S,,13,"$2,272.81 ","$1,818.25 "
,OTHER,,76,"$80,248.61 ","$64,198.91 "
,TOTAL,,89,"$82,521.42 ","$66,017.16 "
32906,80'S,,3,$814.35 ,$651.48 
,OTHER,,31,"$43,817.66 ","$35,054.14 "
,TOTAL,,34,"$44,632.01 ","$35,705.62 "
32940,80'S,,14,"$1,497.20 ","$1,197.77 "
,OTHER,,56,"$38,704.57 ","$30,390.41 "
,TOTAL,,70,"$40,201.77 ","$31,588.18 "
32960,OTHER,,42,"$3,814.71 ","$2,974.59 "
,TOTAL,,42,"$3,814.71 ","$2,974.59 "
32997,OTHER,,158,"$44,831.24 ","$35,460.59 "
,TOTAL,,158,"$44,831.24 ","$35,460.59 "
32999,80'S,,39,"$5,808.85 ","$4,646.96 "
,OTHER,,"1,421","$569,613.78 ","$454,684.93 "
,TOTAL,,"1,460","$575,422.63 ","$459,331.89 "
,,,,,
