CPT only copyright 2009 American Medical Association. All rights reserved.,,,,,,
,,,,,,
"Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)",,,,,,
,,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,
,,80S,39,"$12,592.60","$9,878.62",
,,OTHER,88,"$180,821.07","$141,225.52",
,43631,TOTAL,"1,643","$1,564,443.24","$1,241,715.38",
,,80S,447,"$87,973.54","$69,390.37",
,,OTHER,"1,196","$1,476,469.70","$1,172,325.01",
,43632,TOTAL,"2,651","$3,674,552.28","$2,925,078.39",
,,80S,634,"$172,072.11","$137,238.48",
,,OTHER,"2,017","$3,502,480.17","$2,787,839.91",
,43633,TOTAL,"1,722","$2,249,975.44","$1,792,021.96",
,,80S,419,"$106,450.56","$84,643.95",
,,OTHER,"1,303","$2,143,524.88","$1,707,378.01",
,43634,TOTAL,74,"$103,946.34","$82,995.78",
,,80S,19,"$5,633.44","$4,484.69",
,,OTHER,55,"$98,312.90","$78,511.09",
,43635,TOTAL,530,"$45,165.30","$35,905.86",
,,80S,114,"$1,843.88","$1,475.27",
,,OTHER,416,"$43,321.42","$34,430.59",
,43640,TOTAL,474,"$347,770.50","$276,850.11",
,,80S,100,"$14,392.86","$11,385.42",
,,OTHER,374,"$333,377.64","$265,464.69",
,43641,TOTAL,29,"$20,750.11","$16,037.94",
,,80S,N/A,$486.78,$389.43,
,,OTHER,24,"$20,263.33","$15,648.51",
,43644,TOTAL,"10,010","$10,967,581.72","$8,672,510.47",
,,80S,"3,349","$784,065.88","$621,269.87",
,,OTHER,"6,661","$10,183,515.84","$8,051,240.60",
,43645,TOTAL,256,"$286,481.13","$227,839.18",
,,80S,87,"$21,739.90","$17,371.45",
,,OTHER,169,"$264,741.23","$210,467.73",
,43647,TOTAL,80,"$46,903.70","$35,738.05",
,,80S,11,"$1,472.85","$1,167.78",
,,OTHER,69,"$45,430.85","$34,570.27",
,43648,TOTAL,N/A,"$5,675.63","$4,540.50",
,,80S,N/A,$227.44,$181.95,
,,OTHER,N/A,"$5,448.19","$4,358.55",
,43651,TOTAL,23,"$6,669.08","$5,334.97",
,,80S,N/A,$406.68,$325.06,
,,OTHER,16,"$6,262.40","$5,009.91",
,43652,TOTAL,18,"$6,851.28","$5,481.01",
,,80S,N/A,$465.11,$372.09,
,,OTHER,12,"$6,386.17","$5,108.92",
,43653,TOTAL,"1,144","$464,777.37","$367,907.76",
,,80S,130,"$8,008.69","$6,339.14",
,,OTHER,"1,014","$456,768.68","$361,568.62",
,43659,TOTAL,"1,808","$1,282,961.07","$1,020,405.85",
,,80S,320,"$57,033.02","$45,227.88",
,,SG,0,$0.00,$0.00,
,,OTHER,"1,488","$1,225,928.05","$975,177.97",
,43750,TOTAL,0,$0.00,$0.00,
,,80S,0,$0.00,$0.00,
,,SG,0,$0.00,$0.00,
,,OTHER,0,$0.00,$0.00,
,43752,TOTAL,"11,524","$454,374.41","$360,123.27",
,,80S,0,$0.00,$0.00,
,,OTHER,"11,524","$454,374.41","$360,123.27",
,43760,TOTAL,"59,168","$4,403,130.72","$3,426,199.70",
,,80S,0,$0.00,$0.00,
,,SG,671,"$102,268.13","$78,863.23",
,,OTHER,"58,497","$4,300,862.59","$3,347,336.47",
,43761,TOTAL,"3,375","$336,654.82","$266,158.03",
,,80S,0,$0.00,$0.00,
,,SG,N/A,$660.33,$528.27,
,,OTHER,"3,373","$335,994.49","$265,629.76",
,43770,TOTAL,"8,007","$5,788,853.11","$4,581,601.10",
,,80S,"2,487","$370,826.91","$293,178.27",
,,SG,0,$0.00,$0.00,
,,OTHER,"5,520","$5,418,026.20","$4,288,422.83",
,43771,TOTAL,162,"$143,112.11","$113,173.70",
,,80S,39,"$6,684.61","$5,239.68",
,,OTHER,123,"$136,427.50","$107,934.02",
,43772,TOTAL,107,"$65,782.86","$51,970.19",
,,80S,24,"$2,818.01","$2,254.41",
,,OTHER,83,"$62,964.85","$49,715.78",
,43773,TOTAL,107,"$91,463.37","$73,049.97",
,,80S,29,"$5,024.80","$3,938.48",
,,OTHER,78,"$86,438.57","$69,111.49",
,43774,TOTAL,550,"$336,415.38","$264,257.55",
,,80S,138,"$16,673.90","$13,237.24",
,,OTHER,412,"$319,741.48","$251,020.31",
,43800,TOTAL,742,"$346,409.62","$275,429.80",
,,80S,147,"$12,809.65","$10,064.63",
,,OTHER,595,"$333,599.97","$265,365.17",
,43810,TOTAL,104,"$59,980.46","$47,426.99",
,,80S,21,"$2,472.58","$1,947.32",
,,OTHER,83,"$57,507.88","$45,479.67",
,43820,TOTAL,"2,613","$2,192,079.22","$1,746,963.25",
,,80S,529,"$83,506.13","$66,629.33",
,,OTHER,"2,084","$2,108,573.09","$1,680,333.92",
,43825,TOTAL,122,"$95,678.39","$75,315.35",
,,80S,25,"$3,712.90","$2,970.34",
,,OTHER,97,"$91,965.49","$72,345.01",
,43830,TOTAL,"8,221","$3,661,842.55","$2,916,894.57",
,,80S,973,"$64,550.45","$51,289.97",
,,OTHER,"7,248","$3,597,292.10","$2,865,604.60",
,43831,TOTAL,41,"$17,436.61","$13,909.91",
,,80S,N/A,$90.46,$72.37,
,,OTHER,39,"$17,346.15","$13,837.54",
,43832,TOTAL,"1,162","$874,373.52","$696,965.26",
,,80S,130,"$15,517.27","$12,413.88",
,,OTHER,"1,032","$858,856.25","$684,551.38",
,43840,TOTAL,"5,248","$5,146,012.43","$4,089,710.51",
,,80S,765,"$134,842.10","$106,960.48",
,,OTHER,"4,483","$5,011,170.33","$3,982,750.03",
,43842,TOTAL,0,$0.00,$0.00,
,,80S,0,$0.00,$0.00,
,,OTHER,0,$0.00,$0.00,
,43843,TOTAL,84,"$69,207.10","$54,562.16",
,,80S,26,"$4,632.55","$3,690.05",
,,OTHER,58,"$64,574.55","$50,872.11",
,43845,TOTAL,276,"$285,227.35","$224,810.77",
,,80S,114,"$30,007.45","$23,499.82",
,,OTHER,162,"$255,219.90","$201,310.95",
,43846,TOTAL,889,"$1,025,752.19","$812,754.89",
,,80S,204,"$44,964.46","$35,754.78",
,,OTHER,685,"$980,787.73","$777,000.11",
,43847,TOTAL,77,"$103,867.11","$82,338.34",
,,80S,11,"$2,661.26","$2,129.01",
,,OTHER,66,"$101,205.85","$80,209.33",
,43848,TOTAL,408,"$524,436.20","$412,014.73",
,,80S,112,"$28,807.59","$22,832.65",
,,OTHER,296,"$495,628.61","$389,182.08",
,43850,TOTAL,50,"$54,271.84","$43,417.46",
,,80S,12,"$2,666.53","$2,133.22",
,,OTHER,38,"$51,605.31","$41,284.24",
,43855,TOTAL,N/A,"$3,057.94","$2,446.35",
,,OTHER,N/A,"$3,057.94","$2,446.35",
,43860,TOTAL,770,"$845,330.94","$663,783.32",
,,80S,191,"$42,537.42","$33,726.89",
,,OTHER,579,"$802,793.52","$630,056.43",
,43865,TOTAL,41,"$49,259.27","$39,407.42",
,,80S,N/A,"$1,694.02","$1,355.22",
,,OTHER,33,"$47,565.25","$38,052.20",
,43870,TOTAL,971,"$471,117.92","$374,009.09",
,,80S,99,"$7,562.09","$6,040.31",
,,SG,29,"$8,366.40","$6,444.53",
,,OTHER,843,"$455,189.43","$361,524.25",
,43880,TOTAL,227,"$289,934.78","$231,687.61",
,,80S,26,"$5,364.30","$4,291.43",
,,OTHER,201,"$284,570.48","$227,396.18",
,43881,TOTAL,94,"$50,178.54","$39,972.71",
,,80S,N/A,$157.02,$125.62,
,,OTHER,92,"$50,021.52","$39,847.09",
,43882,TOTAL,13,"$6,964.87","$5,566.25",
,,80S,N/A,$70.50,$50.76,
,,OTHER,12,"$6,894.37","$5,515.49",
,43886,TOTAL,91,"$24,415.11","$19,424.11",
,,80S,13,$537.38,$429.91,
,,SG,0,$0.00,$0.00,
,,OTHER,78,"$23,877.73","$18,994.20",
,43887,TOTAL,50,"$9,696.11","$7,499.37",
,,80S,N/A,$323.78,$259.02,
,,SG,0,$0.00,$0.00,
,,OTHER,42,"$9,372.33","$7,240.35",
,43888,TOTAL,121,"$39,038.28","$31,122.62",
,,80S,21,"$1,128.58",$902.87,
,,OTHER,100,"$37,909.70","$30,219.75",
,43999,TOTAL,"8,713","$1,027,504.34","$805,064.00",
,,80S,34,"$6,072.15","$4,857.72",
,,SG,0,$0.00,$0.00,
,,OTHER,"8,679","$1,021,432.19","$800,206.28",
,44005,TOTAL,"17,166","$14,164,591.50","$11,259,151.15",
,,80S,"2,783","$411,392.55","$327,133.56",
,,OTHER,"14,383","$13,753,198.95","$10,932,017.59",
,44010,TOTAL,580,"$239,290.48","$189,946.32",
,,80S,135,"$11,155.92","$8,924.72",
,,OTHER,445,"$228,134.56","$181,021.60",
,44015,TOTAL,"6,605","$768,703.66","$610,495.92",
,,80S,"1,046","$21,711.95","$17,296.74",
,,OTHER,"5,559","$746,991.71","$593,199.18",
,44020,TOTAL,"1,055","$634,002.38","$503,689.87",
,,80S,184,"$19,482.91","$15,468.78",
,,OTHER,871,"$614,519.47","$488,221.09",
,44021,TOTAL,768,"$437,947.23","$349,015.60",
,,80S,98,"$9,299.21","$7,439.36",
,,OTHER,670,"$428,648.02","$341,576.24",
,44025,TOTAL,464,"$275,235.34","$219,041.46",
,,80S,78,"$8,484.19","$6,787.37",
,,OTHER,386,"$266,751.15","$212,254.09",
,44050,TOTAL,"3,516","$1,954,259.84","$1,553,241.23",
,,80S,639,"$62,229.10","$49,610.12",
,,OTHER,"2,877","$1,892,030.74","$1,503,631.11",
,44055,TOTAL,331,"$368,944.82","$292,995.52",
,,80S,45,"$8,720.26","$6,824.24",
,,OTHER,286,"$360,224.56","$286,171.28",
,44100,TOTAL,340,"$19,729.04","$15,577.67",
,,80S,0,$0.00,$0.00,
,,OTHER,340,"$19,729.04","$15,577.67",
,44110,TOTAL,"1,399","$632,121.18","$498,061.93",
,,80S,279,"$22,850.44","$17,919.59",
,,OTHER,"1,120","$609,270.74","$480,142.34",
,44111,TOTAL,236,"$122,359.47","$96,947.57",
,,80S,44,"$4,184.04","$3,347.21",
,,OTHER,192,"$118,175.43","$93,600.36",
,44120,TOTAL,"34,193","$27,875,652.20","$22,170,734.46",
,,80S,"5,936","$857,596.92","$682,546.18",
,,OTHER,"28,257","$27,018,055.28","$21,488,188.28",
,44121,TOTAL,"3,400","$649,527.00","$517,707.57",
,,80S,613,"$21,371.87","$17,064.53",
,,OTHER,"2,787","$628,155.13","$500,643.04",
,44125,TOTAL,"1,327","$1,011,579.89","$806,273.17",
,,80S,242,"$34,067.83","$26,979.78",
,,OTHER,"1,085","$977,512.06","$779,293.39",
,44126,TOTAL,89,"$159,878.91","$127,759.14",
,,80S,16,"$5,174.13","$4,139.30",
,,OTHER,73,"$154,704.78","$123,619.84",
,44127,TOTAL,12,"$24,686.92","$19,749.53",
,,80S,N/A,"$1,257.93","$1,006.34",
,,OTHER,N/A,"$23,428.99","$18,743.19",
,44128,TOTAL,18,"$3,444.03","$2,755.22",
,,80S,N/A,$148.19,$118.55,
,,OTHER,14,"$3,295.84","$2,636.67",
,44130,TOTAL,"2,581","$2,136,962.57","$1,700,806.54",
,,80S,491,"$75,334.56","$59,870.09",
,,OTHER,"2,090","$2,061,628.01","$1,640,936.45",
,44133,TOTAL,0,$0.00,$0.00,
,,OTHER,0,$0.00,$0.00,
,44135,TOTAL,12,"$16,775.81","$12,199.25",
,,80S,N/A,$840.07,$503.58,
,,OTHER,N/A,"$15,935.74","$11,695.67",
,44137,TOTAL,N/A,"$5,365.84","$4,292.67",
,,80S,N/A,$239.13,$191.30,
,,OTHER,N/A,"$5,126.71","$4,101.37",
,44139,TOTAL,"18,894","$1,761,868.97","$1,401,009.02",
,,80S,"3,943","$68,954.84","$54,872.57",
,,OTHER,"14,951","$1,692,914.13","$1,346,136.45",
,44140,TOTAL,"35,967","$33,524,227.67","$26,642,760.57",
,,80S,"8,274","$1,489,157.06","$1,184,143.23",
,,SG,0,$0.00,$0.00,
,,OTHER,"27,693","$32,035,070.61","$25,458,617.34",
,44141,TOTAL,"3,843","$4,953,027.87","$3,941,315.93",
,,80S,727,"$174,952.69","$139,045.72",
,,OTHER,"3,116","$4,778,075.18","$3,802,270.21",
,44143,TOTAL,"16,417","$19,989,503.86","$15,926,530.07",
,,80S,"3,281","$750,068.96","$597,002.14",
,,OTHER,"13,136","$19,239,434.90","$15,329,527.93",
,44144,TOTAL,"3,264","$4,179,611.45","$3,322,484.64",
,,80S,612,"$147,157.10","$117,617.63",
,,OTHER,"2,652","$4,032,454.35","$3,204,867.01",
,44145,TOTAL,"14,659","$16,504,913.41","$13,096,496.75",
,,80S,"4,173","$963,787.89","$766,162.05",
,,OTHER,"10,486","$15,541,125.52","$12,330,334.70",
,44146,TOTAL,"2,410","$3,509,194.55","$2,793,888.00",
,,80S,616,"$180,709.63","$143,987.14",
,,OTHER,"1,794","$3,328,484.92","$2,649,900.86",
,44147,TOTAL,897,"$1,102,100.95","$879,504.42",
,,80S,273,"$71,133.16","$56,419.56",
,,OTHER,624,"$1,030,967.79","$823,084.86",
,44150,TOTAL,"6,108","$8,163,955.41","$6,485,328.73",
,,80S,"1,301","$330,037.19","$262,747.08",
,,OTHER,"4,807","$7,833,918.22","$6,222,581.65",
,44151,TOTAL,134,"$210,959.17","$168,767.38",
,,80S,27,"$7,815.01","$6,252.00",
,,OTHER,107,"$203,144.16","$162,515.38",
,44155,TOTAL,985,"$1,431,911.25","$1,141,966.26",
,,80S,227,"$64,644.79","$51,252.52",
,,OTHER,758,"$1,367,266.46","$1,090,713.74",
,44156,TOTAL,28,"$51,128.49","$40,902.74",
,,80S,N/A,$931.65,$745.32,
,,OTHER,25,"$50,196.84","$40,157.42",
,44157,TOTAL,119,"$181,628.93","$143,525.22",
,,80S,29,"$8,802.25","$7,041.81",
,,OTHER,90,"$172,826.68","$136,483.41",
,44158,TOTAL,143,"$228,543.73","$181,852.51",
,,80S,29,"$8,845.40","$6,968.31",
,,OTHER,114,"$219,698.33","$174,884.20",
,44160,TOTAL,"22,593","$19,713,981.45","$15,671,473.38",
,,80S,"4,807","$795,972.44","$632,589.67",
,,OTHER,"17,786","$18,918,009.01","$15,038,883.71",
,44180,TOTAL,"6,870","$4,762,406.83","$3,758,758.26",
,,80S,"1,050","$125,331.49","$98,945.22",
,,SG,0,$0.00,$0.00,
,,OTHER,"5,820","$4,637,075.34","$3,659,813.04",
,44186,TOTAL,965,"$431,171.20","$342,804.87",
,,80S,151,"$11,698.83","$9,359.00",
,,OTHER,814,"$419,472.37","$333,445.87",
,44187,TOTAL,568,"$385,483.25","$305,048.49",
,,80S,111,"$12,615.39","$9,897.56",
,,OTHER,457,"$372,867.86","$295,150.93",
,44188,TOTAL,"1,918","$1,742,508.78","$1,385,568.50",
,,80S,313,"$50,558.04","$40,409.75",
,,OTHER,"1,605","$1,691,950.74","$1,345,158.75",
,44200,TOTAL,0,$0.00,$0.00,
,,OTHER,0,$0.00,$0.00,
,44202,TOTAL,"2,228","$2,138,847.20","$1,698,513.02",
,,80S,460,"$82,170.36","$65,080.67",
,,OTHER,"1,768","$2,056,676.84","$1,633,432.35",
,44203,TOTAL,142,"$25,993.42","$20,764.23",
,,80S,31,"$1,093.14",$844.02,
,,OTHER,111,"$24,900.28","$19,920.21",
,44204,TOTAL,"15,300","$16,255,738.97","$12,889,712.06",
,,80S,"4,311","$929,563.32","$737,886.64",
,,OTHER,"10,989","$15,326,175.65","$12,151,825.42",
,44205,TOTAL,"12,248","$11,632,432.23","$9,227,225.74",
,,80S,"3,159","$591,217.74","$469,258.60",
,,OTHER,"9,089","$11,041,214.49","$8,757,967.14",
,44206,TOTAL,"1,283","$1,632,557.88","$1,302,513.36",
,,80S,286,"$70,654.03","$56,266.32",
,,OTHER,997,"$1,561,903.85","$1,246,247.04",
,44207,TOTAL,"8,082","$9,996,412.78","$7,931,803.92",
,,80S,"2,446","$629,786.20","$500,754.45",
,,OTHER,"5,636","$9,366,626.58","$7,431,049.47",
,44208,TOTAL,638,"$866,828.09","$685,123.89",
,,80S,180,"$50,213.37","$39,954.81",
,,OTHER,458,"$816,614.72","$645,169.08",
,44210,TOTAL,661,"$845,325.24","$672,499.48",
,,80S,159,"$39,695.46","$31,534.56",
,,OTHER,502,"$805,629.78","$640,964.92",
,44211,TOTAL,93,"$141,590.26","$109,543.27",
,,80S,23,"$7,274.85","$5,763.88",
,,OTHER,70,"$134,315.41","$103,779.39",
,44212,TOTAL,178,"$256,495.46","$203,388.13",
,,80S,42,"$12,486.18","$9,855.36",
,,OTHER,136,"$244,009.28","$193,532.77",
,44213,TOTAL,"8,276","$1,151,930.00","$914,407.41",
,,80S,"2,140","$58,963.52","$46,891.57",
,,OTHER,"6,136","$1,092,966.48","$867,515.84",
,44227,TOTAL,947,"$1,062,673.41","$844,865.01",
,,80S,272,"$63,066.03","$50,078.39",
,,OTHER,675,"$999,607.38","$794,786.62",
,44238,TOTAL,662,"$488,804.99","$390,224.20",
,,80S,93,"$14,276.70","$11,421.36",
,,OTHER,569,"$474,528.29","$378,802.84",
,44300,TOTAL,"2,912","$1,683,633.21","$1,340,073.28",
,,80S,340,"$29,591.20","$23,627.45",
,,OTHER,"2,572","$1,654,042.01","$1,316,445.83",
,44310,TOTAL,"4,633","$2,590,940.63","$2,061,855.56",
,,80S,829,"$77,708.79","$61,755.81",
,,OTHER,"3,804","$2,513,231.84","$2,000,099.75",
,44312,TOTAL,611,"$275,813.69","$217,005.76",
,,80S,24,"$1,711.45","$1,369.14",
,,SG,N/A,"$1,824.18","$1,459.34",
,,OTHER,584,"$272,278.06","$214,177.28",
,44314,TOTAL,994,"$669,134.18","$528,002.92",
,,80S,169,"$20,978.02","$16,626.26",
,,OTHER,825,"$648,156.16","$511,376.66",
,44316,TOTAL,52,"$42,500.18","$32,907.47",
,,80S,18,"$3,035.81","$2,428.62",
,,OTHER,34,"$39,464.37","$30,478.85",
,44320,TOTAL,"6,902","$5,884,119.97","$4,683,482.42",
,,80S,"1,137","$171,982.45","$136,969.40",
,,OTHER,"5,765","$5,712,137.52","$4,546,513.02",
,44322,TOTAL,45,"$29,729.61","$23,783.69",
,,80S,N/A,$802.33,$641.87,
,,OTHER,38,"$28,927.28","$23,141.82",
,44340,TOTAL,804,"$389,332.59","$308,018.08",
,,80S,0,$0.00,$0.00,
,,SG,N/A,"$4,706.98","$3,765.59",
,,OTHER,797,"$384,625.61","$304,252.49",
,44345,TOTAL,"1,058","$765,715.70","$609,012.55",
,,80S,182,"$23,656.98","$18,525.62",
,,OTHER,876,"$742,058.72","$590,486.93",
,44346,TOTAL,"2,145","$1,752,507.03","$1,388,708.74",
,,80S,389,"$58,422.31","$46,215.95",
,,OTHER,"1,756","$1,694,084.72","$1,342,492.79",
,44360,TOTAL,"6,259","$986,077.43","$773,058.96",
,,80S,0,$0.00,$0.00,
,,SG,155,"$60,428.07","$46,695.48",
,,OTHER,"6,104","$925,649.36","$726,363.48",
,44361,TOTAL,"20,306","$4,079,771.63","$3,221,238.87",
,,SG,"2,543","$1,006,995.01","$799,823.13",
,,OTHER,"17,763","$3,072,776.62","$2,421,415.74",
,44363,TOTAL,125,"$24,304.79","$19,239.51",
,,SG,N/A,$832.08,$665.67,
,,OTHER,123,"$23,472.71","$18,573.84",
,44364,TOTAL,368,"$79,713.97","$62,875.05",
,,80S,N/A,$33.45,$26.76,
,,SG,N/A,"$3,909.45","$3,127.56",
,,OTHER,357,"$75,771.07","$59,720.73",
,44365,TOTAL,251,"$54,258.57","$42,714.11",
,,SG,N/A,"$1,585.02","$1,268.02",
,,OTHER,247,"$52,673.55","$41,446.09",
,44366,TOTAL,"3,104","$775,810.84","$615,515.08",
,,SG,51,"$18,800.60","$14,270.58",
,,OTHER,"3,053","$757,010.24","$601,244.50",
,44369,TOTAL,"1,305","$325,693.51","$258,360.68",
,,80S,0,$0.00,$0.00,
,,SG,12,"$4,616.52","$3,693.20",
,,OTHER,"1,293","$321,076.99","$254,667.48",
,44370,TOTAL,74,"$21,490.09","$17,192.05",
,,80S,N/A,$42.57,$34.06,
,,OTHER,73,"$21,447.52","$17,157.99",
,44372,TOTAL,"1,413","$338,722.55","$268,657.82",
,,80S,N/A,$31.62,$25.30,
,,SG,N/A,"$1,170.21",$936.16,
,,OTHER,"1,409","$337,520.72","$267,696.36",
,44373,TOTAL,"1,476","$244,401.57","$194,089.44",
,,80S,0,$0.00,$0.00,
,,SG,N/A,"$1,014.10",$811.28,
,,OTHER,"1,473","$243,387.47","$193,278.16",
,44376,TOTAL,"2,305","$683,838.92","$540,916.40",
,,80S,N/A,$22.88,$18.30,
,,SG,154,"$81,223.26","$64,827.97",
,,OTHER,"2,150","$602,592.78","$476,070.13",
,44377,TOTAL,"1,544","$459,311.32","$362,763.20",
,,80S,0,$0.00,$0.00,
,,SG,35,"$14,336.96","$11,361.57",
,,OTHER,"1,509","$444,974.36","$351,401.63",
,44378,TOTAL,803,"$322,138.18","$255,113.44",
,,80S,N/A,$95.94,$76.76,
,,SG,N/A,"$3,582.75","$2,866.17",
,,OTHER,792,"$318,459.49","$252,170.51",
,44379,TOTAL,19,"$9,081.00","$7,264.78",
,,OTHER,19,"$9,081.00","$7,264.78",
,44380,TOTAL,"2,236","$159,606.43","$124,586.17",
,,80S,0,$0.00,$0.00,
,,SG,57,"$16,650.86","$13,086.70",
,,OTHER,"2,179","$142,955.57","$111,499.47",
,44382,TOTAL,"1,431","$129,720.61","$101,077.23",
,,SG,40,"$10,822.28","$8,417.70",
,,OTHER,"1,391","$118,898.33","$92,659.53",
,44383,TOTAL,255,"$59,163.86","$46,793.83",
,,OTHER,255,"$59,163.86","$46,793.83",
,44385,TOTAL,880,"$130,676.06","$99,013.50",
,,80S,0,$0.00,$0.00,
,,SG,N/A,"$2,377.13","$1,794.64",
,,OTHER,872,"$128,298.93","$97,218.86",
,44386,TOTAL,718,"$125,408.42","$95,589.16",
,,SG,21,"$6,117.48","$4,685.88",
,,OTHER,697,"$119,290.94","$90,903.28",
,44388,TOTAL,"6,598","$1,225,479.21","$955,419.52",
,,80S,0,$0.00,$0.00,
,,SG,380,"$121,764.09","$95,262.26",
,,OTHER,"6,218","$1,103,715.12","$860,157.26",
,44389,TOTAL,"2,558","$483,027.16","$377,514.42",
,,SG,148,"$42,538.30","$33,373.26",
,,OTHER,"2,410","$440,488.86","$344,141.16",
,44390,TOTAL,27,"$5,637.35","$4,401.92",
,,80S,0,$0.00,$0.00,
,,SG,N/A,$326.72,$261.38,
,,OTHER,26,"$5,310.63","$4,140.54",
,44391,TOTAL,206,"$46,597.57","$36,498.91",
,,SG,N/A,$666.88,$533.51,
,,OTHER,202,"$45,930.69","$35,965.40",
,44392,TOTAL,850,"$179,517.59","$141,470.01",
,,80S,0,$0.00,$0.00,
,,SG,41,"$11,650.81","$9,054.24",
,,OTHER,809,"$167,866.78","$132,415.77",
,44393,TOTAL,267,"$69,242.08","$53,886.18",
,,SG,N/A,"$3,219.44","$2,454.55",
,,OTHER,257,"$66,022.64","$51,431.63",
,44394,TOTAL,"1,594","$419,098.81","$329,394.06",
,,SG,125,"$38,636.32","$30,537.08",
,,OTHER,"1,469","$380,462.49","$298,856.98",
,44397,TOTAL,23,"$5,668.01","$4,305.18",
,,OTHER,23,"$5,668.01","$4,305.18",
,44500,TOTAL,"11,363","$277,654.04","$219,511.79",
,,80S,N/A,$7.77,$6.21,
,,OTHER,"11,361","$277,646.27","$219,505.58",
,44602,TOTAL,"5,927","$5,485,928.32","$4,360,600.95",
,,80S,"1,064","$178,442.42","$142,202.12",
,,SG,0,$0.00,$0.00,
,,OTHER,"4,863","$5,307,485.90","$4,218,398.83",
,44603,TOTAL,"2,075","$2,200,216.40","$1,748,170.43",
,,80S,379,"$73,266.60","$58,146.07",
,,OTHER,"1,696","$2,126,949.80","$1,690,024.36",
,44604,TOTAL,"2,504","$1,615,044.18","$1,285,704.18",
,,80S,441,"$50,495.84","$40,207.20",
,,OTHER,"2,063","$1,564,548.34","$1,245,496.98",
,44605,TOTAL,321,"$287,011.74","$228,138.86",
,,80S,51,"$8,501.69","$6,780.02",
,,OTHER,270,"$278,510.05","$221,358.84",
,44615,TOTAL,773,"$535,378.65","$426,877.76",
,,80S,116,"$14,227.92","$11,298.38",
,,OTHER,657,"$521,150.73","$415,579.38",
,44620,TOTAL,"3,211","$1,853,277.49","$1,469,785.78",
,,80S,605,"$64,230.39","$51,191.55",
,,OTHER,"2,606","$1,789,047.10","$1,418,594.23",
,44625,TOTAL,"4,625","$3,305,322.06","$2,618,061.95",
,,80S,884,"$115,151.85","$91,229.22",
,,OTHER,"3,741","$3,190,170.21","$2,526,832.73",
,44626,TOTAL,"5,921","$6,613,657.99","$5,251,181.02",
,,80S,"1,582","$355,157.07","$281,653.94",
,,OTHER,"4,339","$6,258,500.92","$4,969,527.08",
,44640,TOTAL,"1,450","$1,441,716.13","$1,143,784.53",
,,80S,232,"$41,197.91","$32,784.90",
,,OTHER,"1,218","$1,400,518.22","$1,110,999.63",
,44650,TOTAL,346,"$307,789.74","$241,804.01",
,,80S,71,"$12,228.52","$9,685.57",
,,OTHER,275,"$295,561.22","$232,118.44",
,44660,TOTAL,437,"$357,117.69","$283,121.98",
,,80S,98,"$14,883.63","$11,638.70",
,,OTHER,339,"$342,234.06","$271,483.28",
,44661,TOTAL,928,"$900,740.91","$713,036.91",
,,80S,232,"$46,047.35","$36,729.80",
,,OTHER,696,"$854,693.56","$676,307.11",
,44680,TOTAL,116,"$74,012.36","$59,209.89",
,,80S,20,"$2,515.45","$2,012.36",
,,OTHER,96,"$71,496.91","$57,197.53",
,44700,TOTAL,802,"$309,696.37","$246,294.89",
,,80S,215,"$16,049.48","$12,813.40",
,,OTHER,587,"$293,646.89","$233,481.49",
,44701,TOTAL,204,"$28,986.46","$23,189.25",
,,80S,26,$633.09,$506.44,
,,OTHER,178,"$28,353.37","$22,682.81",
,44715,TOTAL,N/A,"$1,424.64","$1,139.70",
,,OTHER,N/A,"$1,424.64","$1,139.70",
,44720,TOTAL,N/A,$996.43,$797.14,
,,80S,N/A,$21.72,$17.38,
,,OTHER,N/A,$974.71,$779.76,
,44721,TOTAL,0,$0.00,$0.00,
,,OTHER,0,$0.00,$0.00,
,44799,TOTAL,"1,020","$349,547.81","$279,325.00",
,,80S,N/A,$126.34,$101.07,
,,SG,0,$0.00,$0.00,
,,OTHER,"1,019","$349,421.47","$279,223.93",
,44800,TOTAL,790,"$300,455.41","$238,216.99",
,,80S,133,"$8,623.43","$6,898.83",
,,OTHER,657,"$291,831.98","$231,318.16",
,44820,TOTAL,149,"$84,935.32","$67,397.88",
,,80S,31,"$3,461.82","$2,769.47",
,,OTHER,118,"$81,473.50","$64,628.41",
,44850,TOTAL,373,"$134,204.12","$106,141.22",
,,80S,100,"$7,061.20","$5,607.83",
,,OTHER,273,"$127,142.92","$100,533.39",
,44899,TOTAL,25,"$13,029.81","$10,200.06",
,,80S,N/A,$421.42,$337.14,
,,OTHER,21,"$12,608.39","$9,862.92",
,44900,TOTAL,229,"$106,592.33","$84,622.82",
,,80S,38,"$2,977.42","$2,381.96",
,,OTHER,191,"$103,614.91","$82,240.86",
,44901,TOTAL,205,"$34,748.38","$27,472.51",
,,OTHER,205,"$34,748.38","$27,472.51",
,44950,TOTAL,"4,179","$2,225,868.67","$1,753,411.43",
,,80S,318,"$27,332.47","$21,525.40",
,,SG,0,$0.00,$0.00,
,,OTHER,"3,861","$2,198,536.20","$1,731,886.03",
,44955,TOTAL,"5,394","$366,278.62","$291,397.38",
,,80S,874,"$10,603.60","$8,425.04",
,,OTHER,"4,520","$355,675.02","$282,972.34",
,44960,TOTAL,"3,485","$2,417,590.71","$1,919,713.97",
,,80S,307,"$34,495.19","$27,259.59",
