CPT only copyright 2009 American Medical Association. All rights reserved.,,,,,,
,,,,,,
"Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)",,,,,,
,,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,
,,SG,0,$0.00,$0.00,
,,OTHER,753,"$71,828.16","$55,562.50",
,59001,TOTAL,12,"$2,005.32","$1,406.49",
,,OTHER,12,"$2,005.32","$1,406.49",
,59012,TOTAL,N/A,$755.21,$525.92,
,,80S,0,$0.00,$0.00,
,,OTHER,N/A,$755.21,$525.92,
,59015,TOTAL,30,"$4,292.94","$3,186.76",
,,OTHER,30,"$4,292.94","$3,186.76",
,59020,TOTAL,92,"$3,621.79","$2,859.15",
,,OTHER,92,"$3,621.79","$2,859.15",
,59025,TOTAL,"19,224","$651,214.17","$496,606.53",
,,OTHER,"19,224","$651,214.17","$496,606.53",
,59050,TOTAL,14,$705.99,$520.88,
,,OTHER,14,$705.99,$520.88,
,59051,TOTAL,106,"$4,245.94","$3,367.30",
,,OTHER,106,"$4,245.94","$3,367.30",
,59074,TOTAL,N/A,"$2,155.15","$1,724.12",
,,OTHER,N/A,"$2,155.15","$1,724.12",
,59100,TOTAL,15,"$9,288.18","$7,430.53",
,,80S,N/A,$168.03,$134.42,
,,OTHER,13,"$9,120.15","$7,296.11",
,59120,TOTAL,52,"$30,477.04","$24,339.15",
,,80S,11,"$1,243.69",$994.71,
,,OTHER,41,"$29,233.35","$23,344.44",
,59121,TOTAL,N/A,"$6,417.84","$5,026.28",
,,80S,N/A,$234.64,$187.72,
,,OTHER,N/A,"$6,183.20","$4,838.56",
,59130,TOTAL,N/A,"$1,691.69","$1,353.36",
,,OTHER,N/A,"$1,691.69","$1,353.36",
,59136,TOTAL,N/A,"$2,793.79","$2,235.04",
,,OTHER,N/A,"$2,793.79","$2,235.04",
,59140,TOTAL,N/A,$624.60,$499.68,
,,OTHER,N/A,$624.60,$499.68,
,59150,TOTAL,40,"$28,489.79","$22,368.13",
,,80S,N/A,$190.30,$152.24,
,,SG,N/A,"$1,860.76","$1,437.12",
,,OTHER,37,"$26,438.73","$20,778.77",
,59151,TOTAL,134,"$81,162.59","$64,275.86",
,,80S,19,"$2,067.51","$1,608.31",
,,OTHER,115,"$79,095.08","$62,667.55",
,59160,TOTAL,107,"$15,733.21","$12,246.38",
,,80S,0,$0.00,$0.00,
,,SG,N/A,$619.08,$495.26,
,,OTHER,106,"$15,114.13","$11,751.12",
,59200,TOTAL,307,"$17,134.21","$13,344.32",
,,OTHER,307,"$17,134.21","$13,344.32",
,59300,TOTAL,29,"$2,970.25","$2,353.57",
,,OTHER,29,"$2,970.25","$2,353.57",
,59320,TOTAL,116,"$17,219.88","$13,583.27",
,,80S,N/A,$48.61,$38.89,
,,OTHER,114,"$17,171.27","$13,544.38",
,59325,TOTAL,N/A,$626.40,$501.11,
,,OTHER,N/A,$626.40,$501.11,
,59350,TOTAL,N/A,$675.93,$540.76,
,,80S,N/A,$20.67,$16.54,
,,OTHER,N/A,$655.26,$524.22,
,59400,TOTAL,"3,917","$6,345,267.81","$4,951,984.91",
,,OTHER,"3,917","$6,345,267.81","$4,951,984.91",
,59409,TOTAL,"1,609","$1,180,258.92","$931,856.38",
,,80S,N/A,$120.81,$96.65,
,,OTHER,"1,608","$1,180,138.11","$931,759.73",
,59410,TOTAL,"1,225","$1,044,556.07","$820,996.65",
,,80S,0,$0.00,$0.00,
,,OTHER,"1,225","$1,044,556.07","$820,996.65",
,59412,TOTAL,43,"$4,295.50","$3,031.70",
,,OTHER,43,"$4,295.50","$3,031.70",
,59414,TOTAL,46,"$3,801.86","$2,819.83",
,,80S,N/A,$11.63,$9.30,
,,OTHER,45,"$3,790.23","$2,810.53",
,59425,TOTAL,"1,381","$297,845.69","$230,730.87",
,,OTHER,"1,381","$297,845.69","$230,730.87",
,59426,TOTAL,"1,725","$600,574.79","$473,125.29",
,,OTHER,"1,725","$600,574.79","$473,125.29",
,59430,TOTAL,"1,369","$168,124.25","$123,820.79",
,,OTHER,"1,369","$168,124.25","$123,820.79",
,59510,TOTAL,"3,178","$5,965,951.35","$4,673,715.05",
,,80S,N/A,$525.77,$420.61,
,,OTHER,"3,176","$5,965,425.58","$4,673,294.44",
,59514,TOTAL,"2,583","$1,218,849.64","$963,612.50",
,,80S,"1,407","$191,502.42","$149,060.99",
,,OTHER,"1,176","$1,027,347.22","$814,551.51",
,59515,TOTAL,"1,114","$1,154,992.25","$915,672.68",
,,80S,0,$0.00,$0.00,
,,OTHER,"1,114","$1,154,992.25","$915,672.68",
,59525,TOTAL,21,"$8,336.01","$6,668.80",
,,80S,N/A,$279.38,$223.51,
,,OTHER,17,"$8,056.63","$6,445.29",
,59610,TOTAL,71,"$123,657.87","$97,190.58",
,,OTHER,71,"$123,657.87","$97,190.58",
,59612,TOTAL,39,"$32,426.96","$25,084.41",
,,OTHER,39,"$32,426.96","$25,084.41",
,59614,TOTAL,35,"$31,948.52","$25,098.86",
,,OTHER,35,"$31,948.52","$25,098.86",
,59618,TOTAL,19,"$37,887.96","$30,254.41",
,,OTHER,19,"$37,887.96","$30,254.41",
,59620,TOTAL,15,"$11,145.54","$8,916.42",
,,80S,N/A,$791.16,$632.92,
,,OTHER,N/A,"$10,354.38","$8,283.50",
,59622,TOTAL,N/A,"$5,554.80","$4,443.84",
,,OTHER,N/A,"$5,554.80","$4,443.84",
,59812,TOTAL,420,"$116,504.60","$90,442.68",
,,SG,N/A,$762.27,$609.82,
,,OTHER,419,"$115,742.33","$89,832.86",
,59820,TOTAL,739,"$262,304.28","$205,095.76",
,,80S,0,$0.00,$0.00,
,,SG,N/A,"$7,589.06","$5,855.25",
,,OTHER,729,"$254,715.22","$199,240.51",
,59821,TOTAL,45,"$14,958.36","$11,766.61",
,,OTHER,45,"$14,958.36","$11,766.61",
,59830,TOTAL,N/A,$372.85,$298.28,
,,OTHER,N/A,$372.85,$298.28,
,59840,TOTAL,130,"$29,763.57","$22,540.95",
,,80S,0,$0.00,$0.00,
,,OTHER,130,"$29,763.57","$22,540.95",
,59841,TOTAL,74,"$26,387.14","$20,920.07",
,,80S,0,$0.00,$0.00,
,,OTHER,74,"$26,387.14","$20,920.07",
,59850,TOTAL,0,$0.00,$0.00,
,,OTHER,0,$0.00,$0.00,
,59851,TOTAL,N/A,$372.00,$297.60,
,,OTHER,N/A,$372.00,$297.60,
,59852,TOTAL,0,$0.00,$0.00,
,,OTHER,0,$0.00,$0.00,
,59855,TOTAL,N/A,"$2,093.09","$1,625.33",
,,OTHER,N/A,"$2,093.09","$1,625.33",
,59856,TOTAL,N/A,"$3,576.06","$2,825.95",
,,SG,0,$0.00,$0.00,
,,OTHER,N/A,"$3,576.06","$2,825.95",
,59857,TOTAL,N/A,$599.94,$431.95,
,,OTHER,N/A,$599.94,$431.95,
,59866,TOTAL,0,$0.00,$0.00,
,,OTHER,0,$0.00,$0.00,
,59870,TOTAL,N/A,"$3,850.58","$3,080.44",
,,OTHER,N/A,"$3,850.58","$3,080.44",
,59871,TOTAL,28,"$3,093.61","$2,395.54",
,,OTHER,28,"$3,093.61","$2,395.54",
,59897,TOTAL,N/A,$348.76,$279.00,
,,OTHER,N/A,$348.76,$279.00,
,59899,TOTAL,N/A,$467.38,$373.90,
,,OTHER,N/A,$467.38,$373.90,
MEDIASTINUM,39000,TOTAL,825,"$252,807.92","$200,518.31",
,,80S,165,"$7,691.25","$6,146.55",
,,OTHER,660,"$245,116.67","$194,371.76",
,39010,TOTAL,"2,033","$1,044,462.87","$829,612.86",
,,80S,480,"$43,237.21","$34,325.32",
,,OTHER,"1,553","$1,001,225.66","$795,287.54",
,39200,TOTAL,123,"$66,143.13","$51,352.79",
,,80S,35,"$3,085.91","$2,425.40",
,,OTHER,88,"$63,057.22","$48,927.39",
,39220,TOTAL,689,"$497,086.07","$393,812.86",
,,80S,176,"$23,790.58","$18,886.24",
,,OTHER,513,"$473,295.49","$374,926.62",
,39400,TOTAL,"12,237","$5,160,175.31","$4,090,132.32",
,,80S,N/A,$61.10,$43.99,
,,OTHER,"12,236","$5,160,114.21","$4,090,088.33",
,39499,TOTAL,45,"$16,618.66","$13,294.90",
,,80S,N/A,$193.84,$155.07,
,,OTHER,43,"$16,424.82","$13,139.83",
,39501,TOTAL,358,"$159,048.66","$126,945.82",
,,80S,52,"$4,118.85","$3,295.10",
,,OTHER,306,"$154,929.81","$123,650.72",
,39502,TOTAL,"4,174","$2,444,107.17","$1,936,027.77",
,,80S,"1,154","$137,223.21","$108,993.60",
,,SG,0,$0.00,$0.00,
,,OTHER,"3,020","$2,306,883.96","$1,827,034.17",
,39503,TOTAL,N/A,"$18,851.54","$15,081.23",
,,OTHER,N/A,"$18,851.54","$15,081.23",
,39520,TOTAL,684,"$328,617.03","$260,695.94",
,,80S,188,"$18,562.63","$14,850.10",
,,OTHER,496,"$310,054.40","$245,845.84",
,39530,TOTAL,135,"$74,438.64","$58,844.00",
,,80S,28,"$3,306.44","$2,645.13",
,,OTHER,107,"$71,132.20","$56,198.87",
,39531,TOTAL,15,"$8,280.03","$6,624.02",
,,80S,N/A,$518.24,$414.58,
,,OTHER,N/A,"$7,761.79","$6,209.44",
,39540,TOTAL,103,"$50,369.51","$39,483.87",
,,80S,23,"$2,288.22","$1,727.75",
,,OTHER,80,"$48,081.29","$37,756.12",
,39541,TOTAL,359,"$156,417.28","$123,163.42",
,,80S,102,"$8,904.08","$7,037.98",
,,OTHER,257,"$147,513.20","$116,125.44",
,39545,TOTAL,205,"$119,148.86","$94,201.06",
,,80S,45,"$4,623.22","$3,698.56",
,,OTHER,160,"$114,525.64","$90,502.50",
,39560,TOTAL,507,"$173,778.35","$138,655.96",
,,80S,93,"$6,096.10","$4,857.82",
,,OTHER,414,"$167,682.25","$133,798.14",
,39561,TOTAL,353,"$246,274.24","$194,539.51",
,,80S,78,"$11,133.69","$8,859.56",
,,OTHER,275,"$235,140.55","$185,679.95",
,39599,TOTAL,"1,272","$803,202.74","$639,965.07",
,,80S,318,"$42,903.06","$34,308.60",
,,OTHER,954,"$760,299.68","$605,656.47",
MUSCULOSKELETAL,20000,TOTAL,"5,504","$878,664.87","$678,061.26",
,,80S,0,$0.00,$0.00,
,,SG,N/A,$109.36,$87.49,
,,OTHER,"5,502","$878,555.51","$677,973.77",
,20005,TOTAL,"4,228","$965,402.18","$759,156.42",
,,80S,0,$0.00,$0.00,
,,SG,N/A,"$3,989.52","$3,191.61",
,,OTHER,"4,220","$961,412.66","$755,964.81",
,20100,TOTAL,310,"$143,248.40","$113,587.27",
,,80S,15,"$1,052.71",$787.91,
,,OTHER,295,"$142,195.69","$112,799.36",
,20101,TOTAL,149,"$21,221.83","$16,821.18",
,,OTHER,149,"$21,221.83","$16,821.18",
,20102,TOTAL,437,"$86,967.53","$68,555.09",
,,80S,0,$0.00,$0.00,
,,SG,0,$0.00,$0.00,
,,OTHER,437,"$86,967.53","$68,555.09",
,20103,TOTAL,"1,641","$475,024.19","$374,615.27",
,,80S,31,"$1,098.47",$878.75,
,,SG,14,"$7,308.57","$5,763.03",
,,OTHER,"1,596","$466,617.15","$367,973.49",
,20150,TOTAL,N/A,"$1,353.39","$1,082.71",
,,OTHER,N/A,"$1,353.39","$1,082.71",
,20200,TOTAL,"1,036","$107,659.39","$84,260.88",
,,80S,0,$0.00,$0.00,
,,SG,N/A,"$2,685.32","$2,148.26",
,,OTHER,"1,030","$104,974.07","$82,112.62",
,20205,TOTAL,"3,482","$557,781.78","$437,578.06",
,,80S,0,$0.00,$0.00,
,,SG,25,"$13,238.31","$10,590.56",
,,OTHER,"3,457","$544,543.47","$426,987.50",
,20206,TOTAL,"8,953","$712,058.88","$559,365.12",
,,80S,0,$0.00,$0.00,
,,SG,N/A,$249.21,$160.33,
,,OTHER,"8,952","$711,809.67","$559,204.79",
,20220,TOTAL,"7,591","$604,235.03","$476,661.43",
,,80S,0,$0.00,$0.00,
,,SG,N/A,"$1,574.81","$1,259.85",
,,OTHER,"7,584","$602,660.22","$475,401.58",
,20225,TOTAL,"15,071","$1,990,492.31","$1,577,503.61",
,,80S,0,$0.00,$0.00,
,,SG,N/A,"$1,753.65","$1,402.92",
,,OTHER,"15,066","$1,988,738.66","$1,576,100.69",
,20240,TOTAL,"2,163","$398,530.06","$314,187.15",
,,80S,N/A,$27.98,$22.38,
,,SG,23,"$11,789.13","$9,431.27",
,,OTHER,"2,139","$386,712.95","$304,733.50",
,20245,TOTAL,"2,549","$1,130,233.52","$894,590.55",
,,80S,0,$0.00,$0.00,
,,SG,N/A,"$4,630.43","$3,704.35",
,,OTHER,"2,541","$1,125,603.09","$890,886.20",
,20250,TOTAL,308,"$71,266.13","$56,455.58",
,,80S,0,$0.00,$0.00,
,,SG,N/A,$679.75,$543.80,
,,OTHER,307,"$70,586.38","$55,911.78",
,20251,TOTAL,959,"$218,409.96","$173,841.10",
,,80S,117,"$4,964.31","$3,907.73",
,,OTHER,842,"$213,445.65","$169,933.37",
,20500,TOTAL,804,"$65,485.30","$51,470.25",
,,SG,N/A,$26.66,$21.33,
,,OTHER,803,"$65,458.64","$51,448.92",
,20501,TOTAL,"4,532","$169,998.82","$133,307.63",
,,80S,0,$0.00,$0.00,
,,OTHER,"4,532","$169,998.82","$133,307.63",
,20520,TOTAL,"2,665","$363,715.07","$275,232.85",
,,80S,N/A,$8.34,$6.67,
,,SG,22,"$1,759.34","$1,407.46",
,,OTHER,"2,642","$361,947.39","$273,818.72",
,20525,TOTAL,"2,080","$593,553.85","$464,658.64",
,,80S,0,$0.00,$0.00,
,,SG,42,"$28,266.49","$21,948.41",
,,OTHER,"2,038","$565,287.36","$442,710.23",
,20526,TOTAL,"56,280","$3,731,650.25","$2,830,101.82",
,,80S,0,$0.00,$0.00,
,,SG,84,"$1,590.51","$1,271.18",
,,OTHER,"56,196","$3,730,059.74","$2,828,830.64",
,20550,TOTAL,"774,239","$36,974,977.31","$27,693,575.36",
,,80S,0,$0.00,$0.00,
,,SG,203,"$2,807.42","$2,189.66",
,,OTHER,"774,036","$36,972,169.89","$27,691,385.70",
,20551,TOTAL,"218,138","$7,603,206.92","$5,779,302.75",
,,80S,0,$0.00,$0.00,
,,SG,41,$530.68,$424.51,
,,OTHER,"218,097","$7,602,676.24","$5,778,878.24",
,20552,TOTAL,"299,647","$12,473,966.59","$9,387,021.33",
,,80S,0,$0.00,$0.00,
,,SG,459,"$8,069.70","$6,226.60",
,,OTHER,"299,188","$12,465,896.89","$9,380,794.73",
,20553,TOTAL,"156,654","$7,284,210.15","$5,511,073.03",
,,80S,0,$0.00,$0.00,
,,SG,547,"$8,445.82","$6,601.21",
,,OTHER,"156,107","$7,275,764.33","$5,504,471.82",
,20555,TOTAL,200,"$47,394.84","$37,904.94",
,,80S,N/A,$175.37,$140.30,
,,OTHER,195,"$47,219.47","$37,764.64",
,20600,TOTAL,"380,449","$17,121,082.58","$12,812,631.48",
,,80S,0,$0.00,$0.00,
,,SG,261,"$3,403.32","$2,686.29",
,,OTHER,"380,188","$17,117,679.26","$12,809,945.19",
,20605,TOTAL,"479,166","$23,525,576.24","$17,568,716.68",
,,80S,N/A,$25.80,$20.63,
,,SG,239,"$4,517.39","$3,519.12",
,,OTHER,"478,922","$23,521,033.05","$17,565,176.93",
,20610,TOTAL,"5,441,475","$357,631,527.79","$270,410,653.44",
,,80S,N/A,$45.49,$36.40,
,,SG,"2,725","$84,467.24","$64,224.61",
,,OTHER,"5,438,742","$357,547,015.06","$270,346,392.43",
,20612,TOTAL,"20,563","$1,028,638.44","$761,039.47",
,,80S,0,$0.00,$0.00,
,,SG,N/A,$133.34,$106.68,
,,OTHER,"20,553","$1,028,505.10","$760,932.79",
,20615,TOTAL,795,"$126,359.12","$98,350.29",
,,SG,N/A,$417.69,$280.19,
,,OTHER,789,"$125,941.43","$98,070.10",
,20650,TOTAL,"3,490","$422,611.64","$334,921.06",
,,80S,N/A,$11.27,$9.02,
,,SG,228,"$87,511.76","$70,009.83",
,,OTHER,"3,261","$335,088.61","$264,902.21",
,20660,TOTAL,"3,385","$467,161.27","$367,921.32",
,,80S,0,$0.00,$0.00,
,,SG,0,$0.00,$0.00,
,,OTHER,"3,385","$467,161.27","$367,921.32",
,20661,TOTAL,"1,080","$360,022.76","$285,257.06",
,,80S,N/A,$54.00,$43.20,
,,OTHER,"1,079","$359,968.76","$285,213.86",
,20662,TOTAL,11,"$4,032.22","$3,117.76",
,,OTHER,11,"$4,032.22","$3,117.76",
,20663,TOTAL,N/A,"$2,051.61","$1,533.30",
,,OTHER,N/A,"$2,051.61","$1,533.30",
,20664,TOTAL,33,"$18,103.42","$14,444.05",
,,OTHER,33,"$18,103.42","$14,444.05",
,20665,TOTAL,"1,249","$119,512.32","$94,463.74",
,,80S,N/A,$29.87,$23.90,
,,OTHER,"1,246","$119,482.45","$94,439.84",
,20670,TOTAL,"13,720","$3,453,634.39","$2,698,206.73",
,,80S,N/A,$18.17,$14.54,
,,SG,186,"$71,601.12","$56,079.91",
,,OTHER,"13,533","$3,382,015.10","$2,642,112.28",
,20680,TOTAL,"66,654","$22,431,256.37","$17,646,640.40",
,,80S,"2,678","$104,308.36","$82,887.03",
,,SG,"1,567","$949,172.32","$746,241.30",
,,OTHER,"62,409","$21,377,775.69","$16,817,512.07",
,20690,TOTAL,"5,976","$1,901,611.47","$1,508,865.94",
,,80S,N/A,$76.62,$61.30,
,,SG,62,"$37,995.14","$30,194.31",
,,OTHER,"5,913","$1,863,539.71","$1,478,610.33",
,20692,TOTAL,"2,593","$1,757,019.76","$1,389,396.98",
,,80S,353,"$39,919.17","$30,976.11",
,,SG,N/A,"$2,368.12","$1,894.50",
,,OTHER,"2,236","$1,714,732.47","$1,356,526.37",
,20693,TOTAL,870,"$287,701.57","$227,546.95",
,,80S,0,$0.00,$0.00,
,,SG,N/A,"$4,161.98","$3,329.58",
,,OTHER,863,"$283,539.59","$224,217.37",
,20694,TOTAL,"5,762","$1,572,629.37","$1,240,075.15",
,,80S,N/A,$46.29,$37.03,
,,SG,100,"$58,685.01","$46,633.05",
,,OTHER,"5,661","$1,513,898.07","$1,193,405.07",
,20696,TOTAL,206,"$130,746.58","$103,729.27",
,,80S,14,"$1,863.49","$1,490.81",
,,OTHER,192,"$128,883.09","$102,238.46",
,20697,TOTAL,90,"$107,459.50","$85,814.54",
,,OTHER,90,"$107,459.50","$85,814.54",
,20802,TOTAL,N/A,$120.00,$96.00,
,,OTHER,N/A,$120.00,$96.00,
,20805,TOTAL,17,"$12,463.62","$9,932.43",
,,OTHER,17,"$12,463.62","$9,932.43",
,20808,TOTAL,N/A,"$10,670.56","$8,536.44",
,,OTHER,N/A,"$10,670.56","$8,536.44",
,20816,TOTAL,27,"$29,220.48","$23,376.37",
,,80S,N/A,"$1,822.69","$1,458.14",
,,OTHER,18,"$27,397.79","$21,918.23",
,20822,TOTAL,N/A,"$12,700.49","$10,160.39",
,,OTHER,N/A,"$12,700.49","$10,160.39",
,20824,TOTAL,N/A,"$7,139.71","$5,711.77",
,,80S,N/A,$989.90,$791.92,
,,OTHER,N/A,"$6,149.81","$4,919.85",
,20827,TOTAL,14,"$25,881.68","$20,597.35",
,,OTHER,14,"$25,881.68","$20,597.35",
,20838,TOTAL,N/A,"$2,192.41","$1,753.93",
,,OTHER,N/A,"$2,192.41","$1,753.93",
,20900,TOTAL,"3,751","$520,978.76","$410,390.59",
,,80S,621,"$12,335.08","$9,764.42",
,,SG,52,"$26,087.15","$19,698.44",
,,OTHER,"3,078","$482,556.53","$380,927.73",
,20902,TOTAL,"5,361","$850,331.75","$675,143.69",
,,80S,"1,200","$31,296.14","$24,921.46",
,,SG,49,"$27,244.11","$21,795.31",
,,OTHER,"4,112","$791,791.50","$628,426.92",
,20910,TOTAL,107,"$25,735.06","$20,133.38",
,,80S,N/A,$90.41,$72.32,
,,SG,N/A,"$1,578.67","$1,262.94",
,,OTHER,100,"$24,065.98","$18,798.12",
,20912,TOTAL,986,"$269,503.83","$213,607.18",
,,80S,N/A,$238.73,$190.98,
,,SG,49,"$19,125.04","$15,300.04",
,,OTHER,930,"$250,140.06","$198,116.16",
,20920,TOTAL,93,"$19,237.88","$15,247.22",
,,80S,0,$0.00,$0.00,
,,OTHER,93,"$19,237.88","$15,247.22",
,20922,TOTAL,309,"$71,960.99","$56,553.35",
,,80S,20,$803.58,$642.89,
,,SG,N/A,$864.85,$691.88,
,,OTHER,286,"$70,292.56","$55,218.58",
,20924,TOTAL,"1,099","$275,494.07","$217,016.37",
,,80S,153,"$5,519.78","$4,327.70",
,,SG,58,"$26,732.09","$21,385.67",
,,OTHER,888,"$243,242.20","$191,303.00",
,20926,TOTAL,"16,063","$4,017,087.81","$3,175,709.69",
,,80S,N/A,$143.79,$115.03,
,,SG,143,"$35,196.85","$27,982.14",
,,OTHER,"15,916","$3,981,747.17","$3,147,612.52",
,20930,TOTAL,N/A,$0.07,$0.07,
,,80S,0,$0.00,$0.00,
,,SG,0,$0.00,$0.00,
,,OTHER,N/A,$0.07,$0.07,
,20931,TOTAL,"23,427","$2,500,069.19","$1,968,865.60",
,,80S,16,$235.65,$188.53,
,,SG,0,$0.00,$0.00,
,,OTHER,"23,411","$2,499,833.54","$1,968,677.07",
,20936,TOTAL,12,$311.41,$249.15,
,,80S,N/A,$0.01,$0.01,
,,SG,0,$0.00,$0.00,
,,OTHER,11,$311.40,$249.14,
,20937,TOTAL,"15,864","$1,938,229.98","$1,533,996.20",
,,80S,"4,535","$104,629.28","$83,119.55",
,,OTHER,"11,329","$1,833,600.70","$1,450,876.65",
,20938,TOTAL,"3,597","$482,750.83","$381,063.73",
,,80S,975,"$24,281.28","$19,286.80",
,,OTHER,"2,622","$458,469.55","$361,776.93",
,20950,TOTAL,447,"$41,003.39","$32,146.98",
,,80S,0,$0.00,$0.00,
,,OTHER,447,"$41,003.39","$32,146.98",
,20955,TOTAL,121,"$234,541.64","$185,513.23",
,,80S,16,"$5,986.36","$4,789.07",
,,OTHER,105,"$228,555.28","$180,724.16",
,20956,TOTAL,33,"$68,509.49","$54,807.59",
,,80S,N/A,"$1,293.04","$1,034.43",
,,OTHER,29,"$67,216.45","$53,773.16",
,20957,TOTAL,N/A,"$4,719.29","$3,775.43",
,,OTHER,N/A,"$4,719.29","$3,775.43",
,20962,TOTAL,37,"$74,406.40","$59,513.48",
,,80S,N/A,"$1,747.84","$1,398.27",
,,OTHER,32,"$72,658.56","$58,115.21",
,20969,TOTAL,517,"$1,063,662.09","$848,667.99",
,,80S,87,"$35,622.53","$28,284.70",
,,OTHER,430,"$1,028,039.56","$820,383.29",
,20970,TOTAL,27,"$45,594.02","$36,274.69",
,,80S,N/A,"$2,857.66","$2,286.12",
,,OTHER,20,"$42,736.36","$33,988.57",
,20972,TOTAL,N/A,"$4,411.43","$3,529.14",
,,OTHER,N/A,"$4,411.43","$3,529.14",
,20973,TOTAL,N/A,"$2,311.54","$1,849.23",
,,OTHER,N/A,"$2,311.54","$1,849.23",
,20974,TOTAL,"2,678","$156,350.23","$121,043.66",
,,80S,0,$0.00,$0.00,
,,OTHER,"2,678","$156,350.23","$121,043.66",
,20975,TOTAL,"1,303","$173,359.90","$137,651.26",
,,80S,293,"$6,701.65","$5,332.76",
,,SG,0,$0.00,$0.00,
,,OTHER,"1,010","$166,658.25","$132,318.50",
,20979,TOTAL,636,"$31,590.65","$24,632.94",
,,80S,0,$0.00,$0.00,
,,OTHER,636,"$31,590.65","$24,632.94",
,20982,TOTAL,212,"$307,793.17","$246,071.15",
,,80S,0,$0.00,$0.00,
,,SG,N/A,"$1,815.01","$1,452.01",
,,OTHER,211,"$305,978.16","$244,619.14",
,20985,TOTAL,"12,611","$1,740,832.98","$1,385,955.27",
,,80S,549,"$10,698.89","$8,533.69",
,,SG,0,$0.00,$0.00,
,,OTHER,"12,062","$1,730,134.09","$1,377,421.58",
,20986,TOTAL,0,$0.00,$0.00,
,,80S,0,$0.00,$0.00,
,,OTHER,0,$0.00,$0.00,
,20987,TOTAL,0,$0.00,$0.00,
,,80S,0,$0.00,$0.00,
,,OTHER,0,$0.00,$0.00,
,20999,TOTAL,336,"$82,541.40","$65,350.89",
,,80S,N/A,$354.58,$283.68,
,,SG,0,$0.00,$0.00,
,,OTHER,328,"$82,186.82","$65,067.21",
,21010,TOTAL,17,"$8,047.62","$6,330.11",
,,80S,0,$0.00,$0.00,
,,OTHER,17,"$8,047.62","$6,330.11",
,21015,TOTAL,"4,988","$1,475,954.68","$1,170,534.34",
,,80S,0,$0.00,$0.00,
,,SG,74,"$33,278.87","$25,894.53",
,,OTHER,"4,914","$1,442,675.81","$1,144,639.81",
,21025,TOTAL,"1,308","$828,174.49","$656,107.37",
,,80S,0,$0.00,$0.00,
,,SG,N/A,$995.09,$796.07,
,,OTHER,"1,307","$827,179.40","$655,311.30",
,21026,TOTAL,580,"$231,780.74","$183,530.80",
,,80S,0,$0.00,$0.00,
,,SG,N/A,"$7,043.73","$5,634.98",
,,OTHER,573,"$224,737.01","$177,895.82",
,21029,TOTAL,153,"$88,830.66","$69,580.04",
,,80S,N/A,$44.67,$35.74,
,,SG,N/A,"$3,278.96","$2,623.17",
,,OTHER,149,"$85,507.03","$66,921.13",
,21030,TOTAL,"1,259","$452,469.85","$354,314.42",
,,80S,0,$0.00,$0.00,
,,SG,16,"$3,436.21","$2,748.93",
,,OTHER,"1,243","$449,033.64","$351,565.49",
,21031,TOTAL,803,"$203,670.82","$157,521.21",
,,80S,0,$0.00,$0.00,
,,OTHER,803,"$203,670.82","$157,521.21",
,21032,TOTAL,257,"$68,014.52","$52,298.64",
,,80S,0,$0.00,$0.00,
,,SG,N/A,$306.98,$194.44,
,,OTHER,255,"$67,707.54","$52,104.20",
,21034,TOTAL,188,"$150,068.42","$119,691.99",
,,80S,16,"$2,011.22","$1,608.98",
,,SG,N/A,$978.55,$782.84,
,,OTHER,171,"$147,078.65","$117,300.17",
,21040,TOTAL,"1,346","$535,919.27","$418,798.22",
,,80S,0,$0.00,$0.00,
,,SG,11,"$7,223.12","$5,778.51",
,,OTHER,"1,335","$528,696.15","$413,019.71",
,21044,TOTAL,261,"$154,466.45","$122,315.46",
,,80S,18,"$1,592.06","$1,273.65",
,,SG,N/A,"$3,335.12","$2,668.10",
,,OTHER,240,"$149,539.27","$118,373.71",
,21045,TOTAL,364,"$244,369.70","$195,248.13",
,,80S,39,"$4,271.08","$3,416.93",
,,OTHER,325,"$240,098.62","$191,831.20",
,21046,TOTAL,479,"$391,482.10","$311,033.52",
,,80S,N/A,"$1,079.13",$863.30,
,,SG,N/A,$895.00,$716.00,
,,OTHER,471,"$389,507.97","$309,454.22",
,21047,TOTAL,115,"$100,157.66","$79,270.37",
,,80S,14,"$2,166.58","$1,733.27",
,,OTHER,101,"$97,991.08","$77,537.10",
,21048,TOTAL,233,"$204,208.87","$160,437.23",
,,80S,N/A,$425.30,$340.25,
,,SG,N/A,"$1,589.14","$1,271.31",
,,OTHER,229,"$202,194.43","$158,825.67",
,21049,TOTAL,34,"$34,066.45","$26,422.34",
,,80S,N/A,$341.41,$273.13,
,,OTHER,32,"$33,725.04","$26,149.21",
,21050,TOTAL,26,"$14,608.75","$11,595.15",
,,80S,0,$0.00,$0.00,
,,OTHER,26,"$14,608.75","$11,595.15",
,21060,TOTAL,18,"$7,318.42","$5,644.20",
,,80S,N/A,$171.05,$136.84,
,,OTHER,16,"$7,147.37","$5,507.36",
,21070,TOTAL,93,"$34,975.90","$27,709.20",
,,80S,N/A,$259.79,$207.82,
,,OTHER,89,"$34,716.11","$27,501.38",
,21073,TOTAL,74,"$18,841.31","$14,669.62",
,,OTHER,74,"$18,841.31","$14,669.62",
