Medicare Part Physician/Supplier BESS Data,,,,,
For Calendar Year 2000,,,,,
Code Ranges 30000 - 32999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,TOTAL,,42,"$32,447","$25,958"
32160,80'S,,60,"$4,445","$3,462"
,OTHER,,354,"$172,407","$136,948"
,TOTAL,,414,"$176,853","$140,410"
32200,80'S,,14,"$1,489","$1,191"
,OTHER,,118,"$81,324","$64,358"
,TOTAL,,132,"$82,813","$65,549"
32201,OTHER,,547,"$169,358","$134,691"
,TOTAL,,547,"$169,358","$134,691"
32215,80'S,,36,"$2,996","$2,397"
,OTHER,,303,"$175,450","$139,571"
,TOTAL,,339,"$178,446","$141,968"
32220,80'S,,380,"$80,590","$64,372"
,OTHER,,"2,241","$2,672,494","$2,126,035"
,TOTAL,,"2,621","$2,753,084","$2,190,407"
32225,80'S,,106,"$14,997","$11,942"
,OTHER,,719,"$589,059","$466,761"
,TOTAL,,825,"$604,056","$478,703"
32310,80'S,,80,"$8,830","$7,064"
,OTHER,,413,"$264,154","$210,389"
,TOTAL,,493,"$272,984","$217,454"
32320,80'S,,228,"$53,553","$42,476"
,OTHER,,"1,057","$1,415,964","$1,123,588"
,TOTAL,,"1,285","$1,469,517","$1,166,064"
32400,SG,,7,"$1,681","$1,345"
,OTHER,,"3,135","$320,668","$254,640"
,TOTAL,,"3,142","$322,350","$255,985"
32402,80'S,,34,"$2,505","$2,004"
,OTHER,,347,"$166,688","$133,219"
,TOTAL,,381,"$169,194","$135,223"
32405,SG,,7,"$1,825","$1,460"
,80'S,,5,$56,$45
,OTHER,,"50,122","$6,177,123","$4,902,710"
,TOTAL,,"50,134","$6,179,004","$4,904,214"
32420,OTHER,,224,"$25,757","$20,474"
,TOTAL,,224,"$25,757","$20,474"
32440,80'S,,462,"$109,083","$86,747"
,OTHER,,"1,710","$2,274,557","$1,809,675"
,TOTAL,,"2,172","$2,383,640","$1,896,422"
32442,80'S,,4,"$1,126",$901
,OTHER,,12,"$18,551","$14,841"
,TOTAL,,16,"$19,676","$15,741"
32445,80'S,,18,"$5,092","$3,829"
,OTHER,,91,"$159,848","$127,718"
,TOTAL,,109,"$164,939","$131,547"
32480,80'S,,"4,262","$895,115","$710,539"
,OTHER,,"15,859","$18,964,398","$15,067,350"
,TOTAL,,"20,121","$19,859,513","$15,777,888"
32482,80'S,,384,"$84,190","$66,570"
,OTHER,,"1,353","$1,673,420","$1,325,772"
,TOTAL,,"1,737","$1,757,610","$1,392,342"
32484,80'S,,328,"$74,231","$59,357"
,OTHER,,"1,245","$1,687,994","$1,345,558"
,TOTAL,,"1,573","$1,762,225","$1,404,915"
32486,80'S,,22,"$5,494","$4,395"
,OTHER,,117,"$178,974","$143,179"
,TOTAL,,139,"$184,468","$147,575"
32488,80'S,,39,"$10,490","$8,392"
,OTHER,,186,"$280,068","$221,197"
,TOTAL,,225,"$290,558","$229,589"
32491,80'S,,3,$661,$529
,OTHER,,34,"$60,458","$48,367"
,TOTAL,,37,"$61,119","$48,895"
32500,80'S,,"1,473","$231,100","$184,086"
,OTHER,,"7,917","$7,084,406","$5,630,170"
,TOTAL,,"9,390","$7,315,506","$5,814,256"
32501,80'S,,22,"$1,053",$843
,OTHER,,125,"$37,970","$29,916"
,TOTAL,,147,"$39,023","$30,758"
32520,80'S,,105,"$25,715","$20,295"
,OTHER,,419,"$601,674","$475,594"
,TOTAL,,524,"$627,388","$495,888"
32522,80'S,,21,"$5,741","$4,513"
,OTHER,,95,"$149,430","$119,527"
,TOTAL,,116,"$155,171","$124,039"
32525,80'S,,45,"$13,417","$10,734"
,OTHER,,186,"$331,026","$264,063"
,TOTAL,,231,"$344,443","$274,797"
32540,80'S,,55,"$6,867","$5,493"
,OTHER,,185,"$143,855","$114,639"
,TOTAL,,240,"$150,721","$120,133"
32601,80'S,,18,$746,$596
,OTHER,,"1,109","$286,591","$227,779"
,TOTAL,,"1,127","$287,337","$228,376"
32602,80'S,,60,"$3,691","$2,953"
,OTHER,,"3,415","$1,260,101","$998,497"
,TOTAL,,"3,475","$1,263,792","$1,001,450"
32603,OTHER,,5,"$1,946","$1,545"
,TOTAL,,5,"$1,946","$1,545"
32604,OTHER,,26,"$11,616","$9,002"
,TOTAL,,26,"$11,616","$9,002"
32605,80'S,,1,$80,$64
,OTHER,,33,"$12,984","$10,387"
,TOTAL,,34,"$13,064","$10,451"
32606,80'S,,10,$722,$577
,OTHER,,272,"$128,741","$102,146"
,TOTAL,,282,"$129,463","$102,723"
32650,80'S,,400,"$44,876","$35,599"
,OTHER,,"4,454","$3,059,539","$2,435,369"
,TOTAL,,"4,854","$3,104,415","$2,470,968"
32651,80'S,,114,"$15,866","$12,613"
,OTHER,,753,"$653,052","$519,332"
,TOTAL,,867,"$668,918","$531,945"
32652,80'S,,101,"$21,057","$16,845"
,OTHER,,553,"$679,464","$539,789"
,TOTAL,,654,"$700,521","$556,635"
32653,80'S,,41,"$5,745","$4,507"
,OTHER,,315,"$262,022","$208,461"
,TOTAL,,356,"$267,766","$212,968"
32654,80'S,,4,$529,$423
,OTHER,,68,"$50,452","$39,435"
,TOTAL,,72,"$50,981","$39,858"
32655,80'S,,65,"$9,547","$7,638"
,OTHER,,503,"$434,998","$345,949"
,TOTAL,,568,"$444,545","$353,586"
32656,80'S,,79,"$12,619","$9,902"
,OTHER,,316,"$283,713","$224,968"
,TOTAL,,395,"$296,332","$234,869"
32657,80'S,,741,"$115,957","$91,999"
,OTHER,,"4,780","$4,429,663","$3,517,844"
,TOTAL,,"5,521","$4,545,619","$3,609,843"
32658,80'S,,2,$275,$220
,OTHER,,35,"$26,378","$21,022"
,TOTAL,,37,"$26,653","$21,242"
32659,80'S,,38,"$5,007","$3,992"
,OTHER,,286,"$230,544","$184,355"
,TOTAL,,324,"$235,551","$188,347"
32660,80'S,,3,$693,$555
,OTHER,,7,"$6,995","$5,596"
,TOTAL,,10,"$7,688","$6,151"
32661,80'S,,2,$221,$176
,OTHER,,24,"$19,758","$15,807"
,TOTAL,,26,"$19,979","$15,983"
32662,80'S,,23,"$4,198","$3,358"
,OTHER,,133,"$137,640","$109,964"
,TOTAL,,156,"$141,838","$113,322"
32663,80'S,,330,"$76,162","$60,770"
,OTHER,,755,"$1,001,544","$795,063"
,TOTAL,,"1,085","$1,077,706","$855,833"
32664,80'S,,6,$910,$728
,OTHER,,47,"$45,868","$36,534"
,TOTAL,,53,"$46,778","$37,263"
32665,80'S,,5,$941,$693
,OTHER,,28,"$31,103","$24,793"
,TOTAL,,33,"$32,044","$25,486"
32800,80'S,,2,$220,$147
,OTHER,,49,"$35,882","$27,872"
,TOTAL,,51,"$36,102","$28,019"
32810,80'S,,5,$531,$425
,OTHER,,56,"$41,502","$33,042"
,TOTAL,,61,"$42,033","$33,467"
32815,80'S,,29,"$6,934","$5,547"
,OTHER,,167,"$230,114","$182,947"
,TOTAL,,196,"$237,048","$188,495"
32820,80'S,,4,"$1,024",$819
,OTHER,,57,"$79,602","$63,634"
,TOTAL,,61,"$80,626","$64,453"
32851,80'S,,16,"$6,557","$5,246"
,OTHER,,117,"$284,517","$226,187"
,TOTAL,,133,"$291,074","$231,433"
32852,80'S,,1,$408,$326
,OTHER,,7,"$16,557","$13,245"
,TOTAL,,8,"$16,964","$13,572"
32853,80'S,,17,"$8,387","$6,709"
,OTHER,,60,"$178,072","$141,800"
,TOTAL,,77,"$186,459","$148,509"
32854,80'S,,3,"$1,736","$1,389"
,OTHER,,28,"$91,023","$72,818"
,TOTAL,,31,"$92,759","$74,207"
32900,80'S,,42,"$6,644","$5,315"
,OTHER,,211,"$204,318","$162,632"
,TOTAL,,253,"$210,962","$167,947"
32905,80'S,,10,"$1,741","$1,392"
,OTHER,,68,"$71,337","$57,070"
,TOTAL,,78,"$73,078","$58,462"
32906,80'S,,14,"$3,907","$3,125"
,OTHER,,53,"$77,263","$61,810"
,TOTAL,,67,"$81,170","$64,936"
32940,80'S,,6,$632,$506
,OTHER,,31,"$34,808","$27,847"
,TOTAL,,37,"$35,441","$28,353"
32960,OTHER,,78,"$6,762","$5,385"
,TOTAL,,78,"$6,762","$5,385"
32997,OTHER,,57,"$15,801","$12,440"
,TOTAL,,57,"$15,801","$12,440"
32999,80'S,,8,"$1,467","$1,173"
,OTHER,,324,"$162,091","$128,079"
,TOTAL,,332,"$163,558","$129,252"
